,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,condition,choices,stimulus_duration,correct_spatial_judgement_key,num_block,spatial_location,correct_trial,spatial_sequence,ITIParams,attention_check_question,current_key_answer,correct_response,exp_id,attention_check_percent
298,,html-keyboard-response,298,778009,0.0-4.0-6.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,practice_stim,1000.0,,practice,0.0,same-domain,,1000.0,,0.0,9.0,,,,,,,,
299,,html-keyboard-response,299,779320,0.0-4.0-7.0-0.0,1309.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div></div>",f,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,f,0.0,,,,,,,1.0,,
300,,html-keyboard-response,300,779998,0.0-4.0-7.1-0.1,677.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",t,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,t,0.0,,,,,,,1.0,,
301,,html-keyboard-response,301,780608,0.0-4.0-7.2-0.2,609.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div></div>",t,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,t,0.0,,,,,,,1.0,,
302,,html-keyboard-response,302,781166,0.0-4.0-7.3-0.3,557.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div></div>",t,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,t,0.0,,,,,,,1.0,,
303,,html-keyboard-response,303,782173,0.0-4.0-8.0,,"<div class=""container""><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,practice_stim,1000.0,,practice,0.0,same-domain,,1000.0,,0.0,0.0,,,,,,,,
304,,html-keyboard-response,304,787180,0.0-4.0-9.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box response-active""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>","[5, 14, 9, 0]",practice_response,5000.0,,practice,0.0,same-domain,['NO_KEYS'],5000.0,,,,1.0,"[5, 14, 9, 0]",,,,,,
305,,html-keyboard-response,305,787685,0.0-4.0-10.0,,<div class = fb_box><div class = 'center-text'><font size =20>Correct!</font></div></div>,,practice_feedback,500.0,,practice,,,,500.0,,0.0,,,,,,,,,
306,,html-keyboard-response,306,790631,0.0-4.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,practice_ITI,2939.2421716135777,,practice,0.0,,,2939.2421716135777,,,,,,"{'min': 2, 'max': 20, 'mean': 5}",,,,,
307,,html-keyboard-response,307,791996,0.0-4.0-12.0-0.0,1364.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div></div>",t,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,t,0.0,,,,,,,1.0,,
308,,html-keyboard-response,308,792750,0.0-4.0-12.1-0.1,752.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",f,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,f,0.0,,,,,,,1.0,,
309,,html-keyboard-response,309,793389,0.0-4.0-12.2-0.2,637.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",t,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,t,0.0,,,,,,,1.0,,
310,,html-keyboard-response,310,794363,0.0-4.0-12.3-0.3,973.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div></div>",t,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,t,0.0,,,,,,,1.0,,
311,,html-keyboard-response,311,795370,0.0-4.0-13.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,practice_stim,1000.0,,practice,0.0,same-domain,,1000.0,,0.0,9.0,,,,,,,,
312,,html-keyboard-response,312,796417,0.0-4.0-14.0-0.0,1046.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div></div>",t,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,t,0.0,,,,,,,1.0,,
313,,html-keyboard-response,313,797076,0.0-4.0-14.1-0.1,658.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",f,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,f,0.0,,,,,,,1.0,,
314,,html-keyboard-response,314,797799,0.0-4.0-14.2-0.2,722.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",f,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,f,0.0,,,,,,,1.0,,
315,,html-keyboard-response,315,798470,0.0-4.0-14.3-0.3,670.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div></div>",t,practice_inter-stimulus,3000.0,,practice,0.0,same-domain,"['t', 'f']",3000.0,t,0.0,,,,,,,1.0,,
