,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,condition,choices,stimulus_duration,correct_spatial_judgement_key,num_block,spatial_location,correct_trial,spatial_sequence,ITIParams,attention_check_question,current_key_answer,correct_response,exp_id,attention_check_percent
64,,html-keyboard-response,64,163285,0.0-3.0-27.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,test_stim,1000.0,,test,0.0,storage-only,,1000.0,,0.0,5.0,,,,,,,,
65,,html-keyboard-response,65,166291,0.0-3.0-28.0-0.0,,<div class = centerbox><div class = fixation>****</div></div>,,test_inter-stimulus,3000.0,,test,0.0,storage-only,,3000.0,,0.0,,,,,,,,,
66,,html-keyboard-response,66,167299,0.0-3.0-29.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div></div>",,test_stim,1000.0,,test,0.0,storage-only,,1000.0,,0.0,13.0,,,,,,,,
67,,html-keyboard-response,67,172305,0.0-3.0-30.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box response-active""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>","[3, 15, 5, 13]",test_response,5000.0,,test,0.0,storage-only,['NO_KEYS'],5000.0,,,,1.0,"[3, 15, 5, 13]",,,,,,
68,,html-keyboard-response,68,176574,0.0-3.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,4262.640904306866,,test,0.0,,,4262.640904306866,,,,,,"{'min': 2, 'max': 20, 'mean': 5}",,,,,
69,,html-keyboard-response,69,179578,0.0-3.0-32.0-0.0,,<div class = centerbox><div class = fixation>****</div></div>,,test_inter-stimulus,3000.0,,test,0.0,storage-only,,3000.0,,0.0,,,,,,,,,
70,,html-keyboard-response,70,180585,0.0-3.0-33.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,test_stim,1000.0,,test,0.0,storage-only,,1000.0,,0.0,12.0,,,,,,,,
71,,html-keyboard-response,71,183591,0.0-3.0-34.0-0.0,,<div class = centerbox><div class = fixation>****</div></div>,,test_inter-stimulus,3000.0,,test,0.0,storage-only,,3000.0,,0.0,,,,,,,,,
72,,html-keyboard-response,72,184597,0.0-3.0-35.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,test_stim,1000.0,,test,0.0,storage-only,,1000.0,,0.0,12.0,,,,,,,,
73,,html-keyboard-response,73,187603,0.0-3.0-36.0-0.0,,<div class = centerbox><div class = fixation>****</div></div>,,test_inter-stimulus,3000.0,,test,0.0,storage-only,,3000.0,,0.0,,,,,,,,,
74,,html-keyboard-response,74,188607,0.0-3.0-37.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,test_stim,1000.0,,test,0.0,storage-only,,1000.0,,0.0,3.0,,,,,,,,
75,,html-keyboard-response,75,191610,0.0-3.0-38.0-0.0,,<div class = centerbox><div class = fixation>****</div></div>,,test_inter-stimulus,3000.0,,test,0.0,storage-only,,3000.0,,0.0,,,,,,,,,
76,,html-keyboard-response,76,192612,0.0-3.0-39.0,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,test_stim,1000.0,,test,0.0,storage-only,,1000.0,,0.0,2.0,,,,,,,,
77,,html-keyboard-response,77,197616,0.0-3.0-40.0,,"<div class=""container""><div class=""box""></div><div class=""box response-active""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>","[12, 12, 3, 2]",test_response,5000.0,,test,0.0,storage-only,['NO_KEYS'],5000.0,,,,1.0,"[12, 12, 3, 2]",,,,,,
78,,html-keyboard-response,78,200399,0.0-3.0-41.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,2776.4470299004165,,test,0.0,,,2776.4470299004165,,,,,,"{'min': 2, 'max': 20, 'mean': 5}",,,,,
79,,html-keyboard-response,79,203402,0.0-3.0-42.0-0.0,,<div class = centerbox><div class = fixation>****</div></div>,,test_inter-stimulus,3000.0,,test,0.0,storage-only,,3000.0,,0.0,,,,,,,,,
