,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,stimulus_duration,block_num,correct_response,condition,choices,correct_trial,ITIParams,attention_check_question,current_key_answer,exp_id,attention_check_percent
177,,html-keyboard-response,177,162242,0.0-3.0-145.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,974.9141043753335,,test,974.9141043753335,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
178,,html-keyboard-response,178,162746,0.0-3.0-146.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
179,,html-keyboard-response,179,164248,0.0-3.0-147.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,,nogo,"[',']",1.0,,,,,
180,,html-keyboard-response,180,165028,0.0-3.0-148.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,775.6284736588121,,test,775.6284736588121,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
181,,html-keyboard-response,181,165534,0.0-3.0-149.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
182,,html-keyboard-response,182,167040,0.0-3.0-150.0,384.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
183,,html-keyboard-response,183,167046,0.0-3.0-151.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,2.24545836675653,,test,2.24545836675653,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
184,,html-keyboard-response,184,167549,0.0-3.0-152.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
185,,html-keyboard-response,185,169056,0.0-3.0-153.0,410.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
186,,html-keyboard-response,186,169955,0.0-3.0-154.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,893.8441352632346,,test,893.8441352632346,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
187,,html-keyboard-response,187,170460,0.0-3.0-155.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
188,,html-keyboard-response,188,171967,0.0-3.0-156.0,397.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
189,,html-keyboard-response,189,172605,0.0-3.0-157.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,632.4516847191899,,test,632.4516847191899,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
190,,html-keyboard-response,190,173106,0.0-3.0-158.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
191,,html-keyboard-response,191,174612,0.0-3.0-159.0,380.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
192,,html-keyboard-response,192,174625,0.0-3.0-160.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,11.617440217848841,,test,11.617440217848841,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
193,,html-keyboard-response,193,175129,0.0-3.0-161.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
194,,html-keyboard-response,194,176632,0.0-3.0-162.0,370.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
195,,html-keyboard-response,195,176911,0.0-3.0-163.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,276.71733950426614,,test,276.71733950426614,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
196,,html-keyboard-response,196,177416,0.0-3.0-164.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
197,,html-keyboard-response,197,178920,0.0-3.0-165.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,,nogo,"[',']",1.0,,,,,
198,,html-keyboard-response,198,180279,0.0-3.0-166.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1353.441670534554,,test,1353.441670534554,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
199,,html-keyboard-response,199,180782,0.0-3.0-167.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
200,,html-keyboard-response,200,182290,0.0-3.0-168.0,385.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
201,,html-keyboard-response,201,182763,0.0-3.0-169.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,467.53826648516963,,test,467.53826648516963,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
202,,html-keyboard-response,202,183267,0.0-3.0-170.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
203,,html-keyboard-response,203,184774,0.0-3.0-171.0,395.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
204,,html-keyboard-response,204,184924,0.0-3.0-172.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,144.55849190000598,,test,144.55849190000598,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
205,,html-keyboard-response,205,185429,0.0-3.0-173.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
206,,html-keyboard-response,206,186935,0.0-3.0-174.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,0.0,,nogo,"[',']",1.0,,,,,
207,,html-keyboard-response,207,187028,0.0-3.0-175.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,86.71033939892628,,test,86.71033939892628,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
208,,html-keyboard-response,208,187532,0.0-3.0-176.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
209,,html-keyboard-response,209,189038,0.0-3.0-177.0,361.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
210,,html-keyboard-response,210,189104,0.0-3.0-178.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,63.820684186909936,,test,63.820684186909936,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
211,,html-keyboard-response,211,189608,0.0-3.0-179.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
212,,html-keyboard-response,212,191114,0.0-3.0-180.0,350.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
213,,html-keyboard-response,213,192122,0.0-3.0-181.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1005.9419139389154,,test,1005.9419139389154,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
214,,html-keyboard-response,214,192626,0.0-3.0-182.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
215,,html-keyboard-response,215,194128,0.0-3.0-183.0,356.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
216,,html-keyboard-response,216,194404,0.0-3.0-184.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,275.70470667577814,,test,275.70470667577814,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
217,,html-keyboard-response,217,194909,0.0-3.0-185.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
218,,html-keyboard-response,218,196416,0.0-3.0-186.0,330.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
219,,html-keyboard-response,219,196745,0.0-3.0-187.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,328.0714970498257,,test,328.0714970498257,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
220,,html-keyboard-response,220,197249,0.0-3.0-188.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,0.0,,,,,,,,,
221,,html-keyboard-response,221,198750,0.0-3.0-189.0,354.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,0.0,",",go,"[',']",1.0,,,,,
222,,html-keyboard-response,222,199392,0.0-3.0-190.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,636.8480342115874,,test,636.8480342115874,0.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
223,,html-keyboard-response,223,202310,0.0-3.1-0.1,2915.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 1 out of 3 blocks of trials.</p><p class = block-text>No feedback on this block.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,,,,,,,,,,,
224,,html-keyboard-response,224,203502,0.0-3.1-1.1-0.1,1191.0,,u,test_attention_check,,,test,,1.0,,,,1.0,,<p class='block-text'>Press the U key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,85.0,,
225,,html-keyboard-response,225,204005,0.0-3.1-2.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
226,,html-keyboard-response,226,205512,0.0-3.1-3.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1.0,,,,,
227,,html-keyboard-response,227,205596,0.0-3.1-4.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,78.74033903726374,,test,78.74033903726374,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
228,,html-keyboard-response,228,206102,0.0-3.1-5.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
229,,html-keyboard-response,229,207608,0.0-3.1-6.1,555.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1.0,,,,,
230,,html-keyboard-response,230,207623,0.0-3.1-7.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,13.477104752898601,,test,13.477104752898601,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
231,,html-keyboard-response,231,208126,0.0-3.1-8.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
232,,html-keyboard-response,232,209630,0.0-3.1-9.1,361.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1.0,,,,,
233,,html-keyboard-response,233,209673,0.0-3.1-10.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,38.80189793774554,,test,38.80189793774554,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
234,,html-keyboard-response,234,210179,0.0-3.1-11.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
235,,html-keyboard-response,235,211684,0.0-3.1-12.1,354.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1.0,,,,,
236,,html-keyboard-response,236,211950,0.0-3.1-13.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,260.48881670860874,,test,260.48881670860874,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
237,,html-keyboard-response,237,212454,0.0-3.1-14.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
238,,html-keyboard-response,238,213961,0.0-3.1-15.1,337.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1.0,,,,,
239,,html-keyboard-response,239,214207,0.0-3.1-16.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,240.73428848537193,,test,240.73428848537193,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
240,,html-keyboard-response,240,214712,0.0-3.1-17.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
241,,html-keyboard-response,241,216218,0.0-3.1-18.1,354.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1.0,,,,,
242,,html-keyboard-response,242,216543,0.0-3.1-19.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,318.0616311345782,,test,318.0616311345782,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
243,,html-keyboard-response,243,217046,0.0-3.1-20.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
244,,html-keyboard-response,244,218552,0.0-3.1-21.1,328.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1.0,,,,,
245,,html-keyboard-response,245,219282,0.0-3.1-22.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,723.5147108332558,,test,723.5147108332558,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
246,,html-keyboard-response,246,219787,0.0-3.1-23.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
247,,html-keyboard-response,247,221291,0.0-3.1-24.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1.0,,,,,
248,,html-keyboard-response,248,221837,0.0-3.1-25.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,542.1985761834427,,test,542.1985761834427,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
249,,html-keyboard-response,249,222342,0.0-3.1-26.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
250,,html-keyboard-response,250,223848,0.0-3.1-27.1,330.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1.0,,,,,
251,,html-keyboard-response,251,224977,0.0-3.1-28.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1123.312720501121,,test,1123.312720501121,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
252,,html-keyboard-response,252,225482,0.0-3.1-29.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
253,,html-keyboard-response,253,226988,0.0-3.1-30.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
254,,html-keyboard-response,254,227261,0.0-3.1-31.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,267.1455764422065,,test,267.1455764422065,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
255,,html-keyboard-response,255,227765,0.0-3.1-32.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
256,,html-keyboard-response,256,229271,0.0-3.1-33.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
257,,html-keyboard-response,257,229281,0.0-3.1-34.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,8.778991334378498,,test,8.778991334378498,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
258,,html-keyboard-response,258,229783,0.0-3.1-35.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
259,,html-keyboard-response,259,231285,0.0-3.1-36.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
260,,html-keyboard-response,260,231722,0.0-3.1-37.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,431.87347357816697,,test,431.87347357816697,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
261,,html-keyboard-response,261,232224,0.0-3.1-38.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
262,,html-keyboard-response,262,233729,0.0-3.1-39.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
263,,html-keyboard-response,263,234006,0.0-3.1-40.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,276.3897728198414,,test,276.3897728198414,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
264,,html-keyboard-response,264,234508,0.0-3.1-41.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
265,,html-keyboard-response,265,236013,0.0-3.1-42.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1.0,,,,,
266,,html-keyboard-response,266,236585,0.0-3.1-43.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,566.4414243036875,,test,566.4414243036875,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
267,,html-keyboard-response,267,237088,0.0-3.1-44.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
268,,html-keyboard-response,268,238594,0.0-3.1-45.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
269,,html-keyboard-response,269,239861,0.0-3.1-46.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1264.1308895646596,,test,1264.1308895646596,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
270,,html-keyboard-response,270,240364,0.0-3.1-47.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
271,,html-keyboard-response,271,241870,0.0-3.1-48.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
272,,html-keyboard-response,272,243606,0.0-3.1-49.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1733.2815260486864,,test,1733.2815260486864,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
273,,html-keyboard-response,273,244110,0.0-3.1-50.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
274,,html-keyboard-response,274,245616,0.0-3.1-51.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
275,,html-keyboard-response,275,246554,0.0-3.1-52.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,931.9263488936525,,test,931.9263488936525,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
276,,html-keyboard-response,276,247056,0.0-3.1-53.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
277,,html-keyboard-response,277,248559,0.0-3.1-54.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1.0,,,,,
278,,html-keyboard-response,278,248632,0.0-3.1-55.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,71.47422142363362,,test,71.47422142363362,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
279,,html-keyboard-response,279,249136,0.0-3.1-56.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
280,,html-keyboard-response,280,250638,0.0-3.1-57.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
281,,html-keyboard-response,281,250661,0.0-3.1-58.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,21.16193497597829,,test,21.16193497597829,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
282,,html-keyboard-response,282,251165,0.0-3.1-59.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
283,,html-keyboard-response,283,252667,0.0-3.1-60.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
284,,html-keyboard-response,284,253222,0.0-3.1-61.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,553.0224750803333,,test,553.0224750803333,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
285,,html-keyboard-response,285,253724,0.0-3.1-62.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
286,,html-keyboard-response,286,255228,0.0-3.1-63.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
287,,html-keyboard-response,287,255918,0.0-3.1-64.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,684.9211443405399,,test,684.9211443405399,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
288,,html-keyboard-response,288,256423,0.0-3.1-65.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
289,,html-keyboard-response,289,257929,0.0-3.1-66.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
290,,html-keyboard-response,290,258682,0.0-3.1-67.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,746.5393932893079,,test,746.5393932893079,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
291,,html-keyboard-response,291,259186,0.0-3.1-68.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
292,,html-keyboard-response,292,260692,0.0-3.1-69.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
293,,html-keyboard-response,293,262185,0.0-3.1-70.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1486.8739033758002,,test,1486.8739033758002,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
294,,html-keyboard-response,294,262688,0.0-3.1-71.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
295,,html-keyboard-response,295,264193,0.0-3.1-72.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
296,,html-keyboard-response,296,264906,0.0-3.1-73.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,706.1033176978959,,test,706.1033176978959,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
297,,html-keyboard-response,297,265411,0.0-3.1-74.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
298,,html-keyboard-response,298,266915,0.0-3.1-75.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
299,,html-keyboard-response,299,267599,0.0-3.1-76.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,678.833053848489,,test,678.833053848489,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
300,,html-keyboard-response,300,268101,0.0-3.1-77.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
301,,html-keyboard-response,301,269608,0.0-3.1-78.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0.0,,,,,
302,,html-keyboard-response,302,271348,0.0-3.1-79.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1736.427361730263,,test,1736.427361730263,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
