,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,choices,condition,probe,correct_response,delay,letter_case,correct_trial,num_block,ITIParams,attention_check_question,current_key_answer,exp_id,attention_check_percent
213,,html-keyboard-response,213,201844,0.0-7.0-30.0,533.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,T,.,2.0,uppercase,1.0,3.0,,,,,
214,,html-keyboard-response,214,202121,0.0-7.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,272.487632114065,,test,3.0,272.487632114065,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
215,,html-keyboard-response,215,202624,0.0-7.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
216,,html-keyboard-response,216,204131,0.0-7.0-33.0,442.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,v,",",2.0,lowercase,0.0,3.0,,,,,
217,,html-keyboard-response,217,205075,0.0-7.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,937.053343888076,,test,3.0,937.053343888076,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
218,,html-keyboard-response,218,205579,0.0-7.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
219,,html-keyboard-response,219,207084,0.0-7.0-36.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,g,.,2.0,lowercase,0.0,3.0,,,,,
220,,html-keyboard-response,220,207647,0.0-7.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,557.4772528943744,,test,3.0,557.4772528943744,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
221,,html-keyboard-response,221,208151,0.0-7.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
222,,html-keyboard-response,222,209658,0.0-7.0-39.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,V,",",2.0,uppercase,0.0,3.0,,,,,
223,,html-keyboard-response,223,210753,0.0-7.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1088.5950190161197,,test,3.0,1088.5950190161197,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
224,,html-keyboard-response,224,211257,0.0-7.0-41.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,,
225,,html-keyboard-response,225,212764,0.0-7.0-42.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,G,",",2.0,uppercase,0.0,3.0,,,,,
226,,html-keyboard-response,226,212932,0.0-7.0-43.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,163.91801112877585,,test,3.0,163.91801112877585,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
227,,html-keyboard-response,227,221696,0.0-8.0-0.0,8762.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 4 out of 10 blocks of trials.</p>
        <p class=""block-text"">Your accuracy is low. Remember:</p>
        
  <ul style=""text-align:left;"">
    <li>Match the current letter to the letter that appeared some number of trials ago</li>
    <li>Match: index finger</li>
    <li>Mismatch: middle finger</li>
  </ul>

      
        <p class=""block-text"">You have not been responding to some trials. Please respond on every trial that requires a response.</p>
      <p class=block-text><b>Your delay for this next block is 1</b>.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,4.0,,,,,,,,,,,,,,
228,,html-keyboard-response,228,225198,0.0-8.0-1.0-0.0,3501.0,,x,test_attention_check,,,test,4.0,,,,,,,,0.0,,,<p class='block-text'>Press the key for the third letter of the English alphabet.</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,67.0,,
229,,html-keyboard-response,229,225701,0.0-8.0-2.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
230,,html-keyboard-response,230,227207,0.0-8.0-3.0,397.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",N/A,b,.,1.0,lowercase,1.0,4.0,,,,,
231,,html-keyboard-response,231,227865,0.0-8.0-4.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,652.2124481751775,,test,4.0,652.2124481751775,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
232,,html-keyboard-response,232,228368,0.0-8.0-5.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
233,,html-keyboard-response,233,229875,0.0-8.0-6.0,646.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,V,.,1.0,uppercase,1.0,4.0,,,,,
234,,html-keyboard-response,234,230208,0.0-8.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,331.8012373698017,,test,4.0,331.8012373698017,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
235,,html-keyboard-response,235,230712,0.0-8.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
236,,html-keyboard-response,236,232215,0.0-8.0-9.0,1018.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,b,.,1.0,lowercase,1.0,4.0,,,,,
237,,html-keyboard-response,237,232801,0.0-8.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,584.6417846122368,,test,4.0,584.6417846122368,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
238,,html-keyboard-response,238,233307,0.0-8.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
239,,html-keyboard-response,239,234814,0.0-8.0-12.0,875.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,B,",",1.0,uppercase,0.0,4.0,,,,,
240,,html-keyboard-response,240,234847,0.0-8.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,27.590669251455765,,test,4.0,27.590669251455765,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
241,,html-keyboard-response,241,235351,0.0-8.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
242,,html-keyboard-response,242,236857,0.0-8.0-15.0,732.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,V,.,1.0,uppercase,1.0,4.0,,,,,
243,,html-keyboard-response,243,237189,0.0-8.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,331.02107193244086,,test,4.0,331.02107193244086,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
244,,html-keyboard-response,244,237694,0.0-8.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
245,,html-keyboard-response,245,239199,0.0-8.0-18.0,932.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,v,",",1.0,lowercase,0.0,4.0,,,,,
246,,html-keyboard-response,246,239353,0.0-8.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,147.60999754663598,,test,4.0,147.60999754663598,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
247,,html-keyboard-response,247,239858,0.0-8.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
248,,html-keyboard-response,248,241365,0.0-8.0-21.0,713.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",match,V,",",1.0,uppercase,1.0,4.0,,,,,
249,,html-keyboard-response,249,243273,0.0-8.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1901.896350564555,,test,4.0,1901.896350564555,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
250,,html-keyboard-response,250,243777,0.0-8.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
251,,html-keyboard-response,251,245284,0.0-8.0-24.0,523.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,T,.,1.0,uppercase,1.0,4.0,,,,,
252,,html-keyboard-response,252,245765,0.0-8.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,474.4065266506224,,test,4.0,474.4065266506224,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
253,,html-keyboard-response,253,246268,0.0-8.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
254,,html-keyboard-response,254,247775,0.0-8.0-27.0,660.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,D,.,1.0,uppercase,1.0,4.0,,,,,
255,,html-keyboard-response,255,248664,0.0-8.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,882.8554643938294,,test,4.0,882.8554643938294,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
256,,html-keyboard-response,256,249169,0.0-8.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
257,,html-keyboard-response,257,250676,0.0-8.0-30.0,836.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,d,",",1.0,lowercase,0.0,4.0,,,,,
258,,html-keyboard-response,258,250958,0.0-8.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,280.3820674926542,,test,4.0,280.3820674926542,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
259,,html-keyboard-response,259,251460,0.0-8.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
260,,html-keyboard-response,260,252967,0.0-8.0-33.0,1324.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,b,.,1.0,lowercase,1.0,4.0,,,,,
261,,html-keyboard-response,261,253247,0.0-8.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,277.424729934356,,test,4.0,277.424729934356,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
262,,html-keyboard-response,262,253751,0.0-8.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
263,,html-keyboard-response,263,255258,0.0-8.0-36.0,839.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,B,",",1.0,uppercase,0.0,4.0,,,,,
264,,html-keyboard-response,264,255429,0.0-8.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,169.30789683950326,,test,4.0,169.30789683950326,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
265,,html-keyboard-response,265,255934,0.0-8.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,4.0,500.0,,,,,,,,,,,,,
266,,html-keyboard-response,266,257440,0.0-8.0-39.0,715.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,g,.,1.0,lowercase,1.0,4.0,,,,,
267,,html-keyboard-response,267,258121,0.0-8.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,675.5688070871049,,test,4.0,675.5688070871049,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
268,,html-keyboard-response,268,260360,0.0-9.0-0.0,2238.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 5 out of 10 blocks of trials.</p>
        <p class=""block-text"">Your accuracy is low. Remember:</p>
        
  <ul style=""text-align:left;"">
    <li>Match the current letter to the letter that appeared some number of trials ago</li>
    <li>Match: index finger</li>
    <li>Mismatch: middle finger</li>
  </ul>

      <p class=block-text><b>Your delay for this next block is 2</b>.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,5.0,,,,,,,,,,,,,,
269,,html-keyboard-response,269,261758,0.0-9.0-1.0-0.0,1396.0,,e,test_attention_check,,,test,5.0,,,,,,,,1.0,,,<p class='block-text'>Press the E key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,69.0,,
270,,html-keyboard-response,270,262261,0.0-9.0-2.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
271,,html-keyboard-response,271,263768,0.0-9.0-3.0,511.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",N/A,D,.,2.0,uppercase,1.0,5.0,,,,,
272,,html-keyboard-response,272,263811,0.0-9.0-4.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,37.86686662671984,,test,5.0,37.86686662671984,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
273,,html-keyboard-response,273,264316,0.0-9.0-5.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
274,,html-keyboard-response,274,265823,0.0-9.0-6.0,765.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,,1000.0,"[',', '.']",N/A,D,.,2.0,uppercase,0.0,5.0,,,,,
275,,html-keyboard-response,275,266708,0.0-9.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,880.2364802968212,,test,5.0,880.2364802968212,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
276,,html-keyboard-response,276,267212,0.0-9.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
277,,html-keyboard-response,277,268719,0.0-9.0-9.0,602.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,G,.,2.0,uppercase,1.0,5.0,,,,,
278,,html-keyboard-response,278,269284,0.0-9.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,560.8453741141606,,test,5.0,560.8453741141606,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
279,,html-keyboard-response,279,269788,0.0-9.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
280,,html-keyboard-response,280,271294,0.0-9.0-12.0,688.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,d,",",2.0,lowercase,0.0,5.0,,,,,
281,,html-keyboard-response,281,271491,0.0-9.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,190.92949575089236,,test,5.0,190.92949575089236,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
282,,html-keyboard-response,282,271993,0.0-9.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
283,,html-keyboard-response,283,273497,0.0-9.0-15.0,667.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,T,.,2.0,uppercase,1.0,5.0,,,,,
284,,html-keyboard-response,284,274046,0.0-9.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,547.8842742536096,,test,5.0,547.8842742536096,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
285,,html-keyboard-response,285,274548,0.0-9.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
286,,html-keyboard-response,286,276055,0.0-9.0-18.0,542.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,G,.,2.0,uppercase,1.0,5.0,,,,,
287,,html-keyboard-response,287,276395,0.0-9.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,336.295344021669,,test,5.0,336.295344021669,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
288,,html-keyboard-response,288,276899,0.0-9.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
289,,html-keyboard-response,289,278406,0.0-9.0-21.0,681.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,B,.,2.0,uppercase,1.0,5.0,,,,,
290,,html-keyboard-response,290,279000,0.0-9.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,587.2527728890653,,test,5.0,587.2527728890653,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
291,,html-keyboard-response,291,279502,0.0-9.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
292,,html-keyboard-response,292,281009,0.0-9.0-24.0,726.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,T,.,2.0,uppercase,1.0,5.0,,,,,
293,,html-keyboard-response,293,281515,0.0-9.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,500.8693315317736,,test,5.0,500.8693315317736,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
294,,html-keyboard-response,294,282017,0.0-9.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
295,,html-keyboard-response,295,283524,0.0-9.0-27.0,650.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,D,.,2.0,uppercase,1.0,5.0,,,,,
296,,html-keyboard-response,296,285110,0.0-9.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1584.0425121483345,,test,5.0,1584.0425121483345,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
297,,html-keyboard-response,297,285613,0.0-9.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
298,,html-keyboard-response,298,287120,0.0-9.0-30.0,701.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,g,.,2.0,lowercase,1.0,5.0,,,,,
299,,html-keyboard-response,299,287197,0.0-9.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,72.38848159434751,,test,5.0,72.38848159434751,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
300,,html-keyboard-response,300,287702,0.0-9.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
301,,html-keyboard-response,301,289209,0.0-9.0-33.0,730.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,D,",",2.0,uppercase,0.0,5.0,,,,,
302,,html-keyboard-response,302,289313,0.0-9.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,97.79783675502318,,test,5.0,97.79783675502318,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
303,,html-keyboard-response,303,289818,0.0-9.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
304,,html-keyboard-response,304,291324,0.0-9.0-36.0,769.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,g,",",2.0,lowercase,0.0,5.0,,,,,
305,,html-keyboard-response,305,291413,0.0-9.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,83.30091046549445,,test,5.0,83.30091046549445,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
306,,html-keyboard-response,306,291915,0.0-9.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
307,,html-keyboard-response,307,293422,0.0-9.0-39.0,671.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",mismatch,v,.,2.0,lowercase,1.0,5.0,,,,,
308,,html-keyboard-response,308,295040,0.0-9.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1612.211723945518,,test,5.0,1612.211723945518,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
309,,html-keyboard-response,309,295546,0.0-9.0-41.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,5.0,500.0,,,,,,,,,,,,,
310,,html-keyboard-response,310,297050,0.0-9.0-42.0,649.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",match,g,",",2.0,lowercase,0.0,5.0,,,,,
311,,html-keyboard-response,311,297558,0.0-9.0-43.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,504.00136842474575,,test,5.0,504.00136842474575,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
312,,html-keyboard-response,312,301708,0.0-10.0-0.0,4148.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 6 out of 10 blocks of trials.</p>
        <p class=""block-text"">Your accuracy is low. Remember:</p>
        
  <ul style=""text-align:left;"">
    <li>Match the current letter to the letter that appeared some number of trials ago</li>
    <li>Match: index finger</li>
    <li>Mismatch: middle finger</li>
  </ul>

      <p class=block-text><b>Your delay for this next block is 1</b>.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,6.0,,,,,,,,,,,,,,
313,,html-keyboard-response,313,302830,0.0-10.0-1.0-0.0,1121.0,,m,test_attention_check,,,test,6.0,,,,,,,,1.0,,,<p class='block-text'>Press the M key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,77.0,,
314,,html-keyboard-response,314,303335,0.0-10.0-2.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,6.0,500.0,,,,,,,,,,,,,
315,,html-keyboard-response,315,304843,0.0-10.0-3.0,466.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,.,test_trial,1500.0,,test,,1000.0,"[',', '.']",N/A,d,.,1.0,lowercase,1.0,6.0,,,,,
