,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,choices,condition,probe,correct_response,delay,letter_case,correct_trial,ITIParams,current_question,current_key_answer,exp_id,attention_check_percent
107,,html-keyboard-response,107,95047,0.0-5.0-6.0,526.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,B,",",1.0,uppercase,1,,,,,
108,,html-keyboard-response,108,95206,0.0-5.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,152.39347379498602,,test,1.0,152.39347379498602,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
109,,html-keyboard-response,109,95711,0.0-5.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
110,,html-keyboard-response,110,97219,0.0-5.0-9.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,G,",",1.0,uppercase,0,,,,,
111,,html-keyboard-response,111,97635,0.0-5.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,410.82126840880187,,test,1.0,410.82126840880187,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
112,,html-keyboard-response,112,98139,0.0-5.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
113,,html-keyboard-response,113,99645,0.0-5.0-12.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,D,",",1.0,uppercase,0,,,,,
114,,html-keyboard-response,114,100008,0.0-5.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,357.74535103181057,,test,1.0,357.74535103181057,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
115,,html-keyboard-response,115,100514,0.0-5.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
116,,html-keyboard-response,116,102022,0.0-5.0-15.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",match,d,.,1.0,lowercase,0,,,,,
117,,html-keyboard-response,117,102142,0.0-5.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,116.3288515450482,,test,1.0,116.3288515450482,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
118,,html-keyboard-response,118,102647,0.0-5.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
119,,html-keyboard-response,119,104156,0.0-5.0-18.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",match,D,.,1.0,uppercase,0,,,,,
120,,html-keyboard-response,120,104872,0.0-5.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,710.4837004351108,,test,1.0,710.4837004351108,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
121,,html-keyboard-response,121,105375,0.0-5.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
122,,html-keyboard-response,122,106880,0.0-5.0-21.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,G,",",1.0,uppercase,0,,,,,
123,,html-keyboard-response,123,107151,0.0-5.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,267.84030919782225,,test,1.0,267.84030919782225,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
124,,html-keyboard-response,124,107654,0.0-5.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
125,,html-keyboard-response,125,109162,0.0-5.0-24.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,B,",",1.0,uppercase,0,,,,,
126,,html-keyboard-response,126,109486,0.0-5.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,322.5213829976033,,test,1.0,322.5213829976033,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
127,,html-keyboard-response,127,109991,0.0-5.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
128,,html-keyboard-response,128,111498,0.0-5.0-27.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_B.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",match,b,.,1.0,lowercase,0,,,,,
129,,html-keyboard-response,129,112372,0.0-5.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,867.5367934109554,,test,1.0,867.5367934109554,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
130,,html-keyboard-response,130,112875,0.0-5.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
131,,html-keyboard-response,131,114380,0.0-5.0-30.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,d,",",1.0,lowercase,0,,,,,
132,,html-keyboard-response,132,114652,0.0-5.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,270.33799329929593,,test,1.0,270.33799329929593,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
133,,html-keyboard-response,133,115155,0.0-5.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
134,,html-keyboard-response,134,116663,0.0-5.0-33.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,G,",",1.0,uppercase,0,,,,,
135,,html-keyboard-response,135,117012,0.0-5.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,343.9624387129652,,test,1.0,343.9624387129652,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
136,,html-keyboard-response,136,117515,0.0-5.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
137,,html-keyboard-response,137,119024,0.0-5.0-36.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,B,",",1.0,uppercase,0,,,,,
138,,html-keyboard-response,138,119141,0.0-5.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,114.20941124882661,,test,1.0,114.20941124882661,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
139,,html-keyboard-response,139,119645,0.0-5.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,
140,,html-keyboard-response,140,121152,0.0-5.0-39.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,,test_trial,1500.0,,test,1.0,1000.0,"['.', ',']",mismatch,d,",",1.0,lowercase,0,,,,,
141,,html-keyboard-response,141,123150,0.0-5.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1994.10040684237,,test,1.0,1994.10040684237,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
142,,html-keyboard-response,142,126787,0.0-6.0-0.0,3633.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 2 out of 10 blocks of trials.</p>
        <p class=""block-text"">Your accuracy is low. Remember:</p>
        
  <ul style=""text-align:left;"">
    <li>Match the current letter to the letter that appeared some number of trials ago</li>
    <li>Match: middle finger</li>
    <li>Mismatch: index finger</li>
  </ul>

      
        <p class=""block-text"">You have not been responding to some trials. Please respond on every trial that requires a response.</p>
      <p class=block-text><b>Your delay for this next block is 2</b>.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,2.0,,,,,,,,,,,,,
143,,html-keyboard-response,143,128003,0.0-6.0-1.0-0.0,1215.0,,s,test_attention_check,,,test,2.0,,,,,,,,True,,<p class='block-text'>Press the S key</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,83.0,,
144,,html-keyboard-response,144,128505,0.0-6.0-2.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
145,,html-keyboard-response,145,130011,0.0-6.0-3.0,536.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,",",test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",N/A,B,",",2.0,uppercase,1,,,,,
146,,html-keyboard-response,146,130950,0.0-6.0-4.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,932.230729750481,,test,2.0,932.230729750481,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
147,,html-keyboard-response,147,131454,0.0-6.0-5.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
148,,html-keyboard-response,148,132957,0.0-6.0-6.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",N/A,T,",",2.0,uppercase,0,,,,,
149,,html-keyboard-response,149,135203,0.0-6.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,2239.9593690484153,,test,2.0,2239.9593690484153,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
150,,html-keyboard-response,150,135707,0.0-6.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
151,,html-keyboard-response,151,137214,0.0-6.0-9.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,T,",",2.0,uppercase,0,,,,,
152,,html-keyboard-response,152,137384,0.0-6.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,167.65860874323934,,test,2.0,167.65860874323934,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
153,,html-keyboard-response,153,137887,0.0-6.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
154,,html-keyboard-response,154,139395,0.0-6.0-12.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,B,",",2.0,uppercase,0,,,,,
155,,html-keyboard-response,155,141528,0.0-6.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,2127.6535689650327,,test,2.0,2127.6535689650327,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
156,,html-keyboard-response,156,142031,0.0-6.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
157,,html-keyboard-response,157,143539,0.0-6.0-15.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,G,",",2.0,uppercase,0,,,,,
158,,html-keyboard-response,158,144101,0.0-6.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,560.36812333742,,test,2.0,560.36812333742,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
159,,html-keyboard-response,159,144608,0.0-6.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
160,,html-keyboard-response,160,146116,0.0-6.0-18.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,G,",",2.0,uppercase,0,,,,,
161,,html-keyboard-response,161,147188,0.0-6.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1066.4290770311948,,test,2.0,1066.4290770311948,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
162,,html-keyboard-response,162,147695,0.0-6.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
163,,html-keyboard-response,163,149204,0.0-6.0-21.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_D.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,d,",",2.0,lowercase,0,,,,,
164,,html-keyboard-response,164,149431,0.0-6.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,224.50730006023383,,test,2.0,224.50730006023383,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
165,,html-keyboard-response,165,149936,0.0-6.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
166,,html-keyboard-response,166,151442,0.0-6.0-24.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,V,",",2.0,uppercase,0,,,,,
167,,html-keyboard-response,167,151492,0.0-6.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,45.37861044907612,,test,2.0,45.37861044907612,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
168,,html-keyboard-response,168,151996,0.0-6.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
169,,html-keyboard-response,169,153504,0.0-6.0-27.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,T,",",2.0,uppercase,0,,,,,
170,,html-keyboard-response,170,155661,0.0-6.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,2151.103973456692,,test,2.0,2151.103973456692,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
171,,html-keyboard-response,171,156164,0.0-6.0-29.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
172,,html-keyboard-response,172,157673,0.0-6.0-30.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,G,",",2.0,uppercase,0,,,,,
173,,html-keyboard-response,173,158053,0.0-6.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,376.4384429727389,,test,2.0,376.4384429727389,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
174,,html-keyboard-response,174,158558,0.0-6.0-32.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
175,,html-keyboard-response,175,160066,0.0-6.0-33.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_D.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,D,",",2.0,uppercase,0,,,,,
176,,html-keyboard-response,176,160494,0.0-6.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,421.94100647232636,,test,2.0,421.94100647232636,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
177,,html-keyboard-response,177,160998,0.0-6.0-35.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
178,,html-keyboard-response,178,162505,0.0-6.0-36.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",match,g,.,2.0,lowercase,0,,,,,
179,,html-keyboard-response,179,162543,0.0-6.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,35.66145521523777,,test,2.0,35.66145521523777,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
180,,html-keyboard-response,180,163046,0.0-6.0-38.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
181,,html-keyboard-response,181,164555,0.0-6.0-39.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",mismatch,v,",",2.0,lowercase,0,,,,,
182,,html-keyboard-response,182,164595,0.0-6.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,38.401039233588236,,test,2.0,38.401039233588236,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
183,,html-keyboard-response,183,165101,0.0-6.0-41.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,
184,,html-keyboard-response,184,166610,0.0-6.0-42.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,2.0,1000.0,"['.', ',']",match,G,.,2.0,uppercase,0,,,,,
185,,html-keyboard-response,185,167357,0.0-6.0-43.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,741.996611945933,,test,2.0,741.996611945933,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
186,,html-keyboard-response,186,169117,0.0-7.0-0.0,1757.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 3 out of 10 blocks of trials.</p>
        <p class=""block-text"">Your accuracy is low. Remember:</p>
        
  <ul style=""text-align:left;"">
    <li>Match the current letter to the letter that appeared some number of trials ago</li>
    <li>Match: middle finger</li>
    <li>Mismatch: index finger</li>
  </ul>

      
        <p class=""block-text"">You have not been responding to some trials. Please respond on every trial that requires a response.</p>
      <p class=block-text><b>Your delay for this next block is 1</b>.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,3.0,,,,,,,,,,,,,
187,,html-keyboard-response,187,170170,0.0-7.0-1.0-0.0,1053.0,,n,test_attention_check,,,test,3.0,,,,,,,,False,,<p class='block-text'>Press the key for the last letter of the English alphabet.</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,90.0,,
188,,html-keyboard-response,188,170674,0.0-7.0-2.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
189,,html-keyboard-response,189,172178,0.0-7.0-3.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_V.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",N/A,v,",",1.0,lowercase,0,,,,,
190,,html-keyboard-response,190,172424,0.0-7.0-4.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,240.16358408541095,,test,3.0,240.16358408541095,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
191,,html-keyboard-response,191,172929,0.0-7.0-5.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
192,,html-keyboard-response,192,174437,0.0-7.0-6.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",match,V,.,1.0,uppercase,0,,,,,
193,,html-keyboard-response,193,175359,0.0-7.0-7.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,915.1640936428596,,test,3.0,915.1640936428596,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
194,,html-keyboard-response,194,175863,0.0-7.0-8.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
195,,html-keyboard-response,195,177367,0.0-7.0-9.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",mismatch,g,",",1.0,lowercase,0,,,,,
196,,html-keyboard-response,196,177592,0.0-7.0-10.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,221.93625060646093,,test,3.0,221.93625060646093,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
197,,html-keyboard-response,197,178098,0.0-7.0-11.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
198,,html-keyboard-response,198,179603,0.0-7.0-12.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_B.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",mismatch,B,",",1.0,uppercase,0,,,,,
199,,html-keyboard-response,199,179866,0.0-7.0-13.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,258.4430086189211,,test,3.0,258.4430086189211,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
200,,html-keyboard-response,200,180371,0.0-7.0-14.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
201,,html-keyboard-response,201,181880,0.0-7.0-15.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_V.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",mismatch,V,",",1.0,uppercase,0,,,,,
202,,html-keyboard-response,202,181904,0.0-7.0-16.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,22.907382832016374,,test,3.0,22.907382832016374,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
203,,html-keyboard-response,203,182405,0.0-7.0-17.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
204,,html-keyboard-response,204,183913,0.0-7.0-18.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",mismatch,T,",",1.0,uppercase,0,,,,,
205,,html-keyboard-response,205,183946,0.0-7.0-19.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,29.714318351878386,,test,3.0,29.714318351878386,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
206,,html-keyboard-response,206,184451,0.0-7.0-20.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
207,,html-keyboard-response,207,185958,0.0-7.0-21.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_B.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",mismatch,b,",",1.0,lowercase,0,,,,,
208,,html-keyboard-response,208,186408,0.0-7.0-22.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,447.0445810320598,,test,3.0,447.0445810320598,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
209,,html-keyboard-response,209,186913,0.0-7.0-23.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
210,,html-keyboard-response,210,188420,0.0-7.0-24.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/lowercase_G.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",mismatch,g,",",1.0,lowercase,0,,,,,
211,,html-keyboard-response,211,188990,0.0-7.0-25.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,563.9824302608027,,test,3.0,563.9824302608027,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
212,,html-keyboard-response,212,189494,0.0-7.0-26.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,3.0,500.0,,,,,,,,,,,,
213,,html-keyboard-response,213,191003,0.0-7.0-27.0,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><img class = center src='/static/experiments/n_back_rdoc/images/uppercase_T.png'></img></div></div></div></div>,,test_trial,1500.0,,test,3.0,1000.0,"['.', ',']",mismatch,T,",",1.0,uppercase,0,,,,,
