,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,condition,stim_color,stim_word,correct_response,choices,correct_trial,ITIParams,current_question,current_key_answer,exp_id,attention_check_percent
48,,html-keyboard-response,48,42674,0.0-3.0-28.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,30.13351562121276,,test,0.0,30.13351562121276,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
49,,html-keyboard-response,49,43181,0.0-3.0-29.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
50,,html-keyboard-response,50,44687,0.0-3.0-30.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,green,green,/,"['.', ',', '/']",0,,,,,
51,,html-keyboard-response,51,45022,0.0-3.0-31.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,333.56353075426176,,test,0.0,333.56353075426176,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
52,,html-keyboard-response,52,45525,0.0-3.0-32.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
53,,html-keyboard-response,53,47031,0.0-3.0-33.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,green,green,/,"['.', ',', '/']",0,,,,,
54,,html-keyboard-response,54,47796,0.0-3.0-34.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,758.9407232444922,,test,0.0,758.9407232444922,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
55,,html-keyboard-response,55,48303,0.0-3.0-35.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
56,,html-keyboard-response,56,49806,0.0-3.0-36.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">green</div></div>",,test_trial,1500.0,,test,0.0,1000.0,incongruent,blue,green,",","['.', ',', '/']",0,,,,,
57,,html-keyboard-response,57,50003,0.0-3.0-37.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,191.44064969449326,,test,0.0,191.44064969449326,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
58,,html-keyboard-response,58,50509,0.0-3.0-38.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
59,,html-keyboard-response,59,52015,0.0-3.0-39.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,red,red,.,"['.', ',', '/']",0,,,,,
60,,html-keyboard-response,60,52211,0.0-3.0-40.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,190.55935623246424,,test,0.0,190.55935623246424,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
61,,html-keyboard-response,61,52718,0.0-3.0-41.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
62,,html-keyboard-response,62,54225,0.0-3.0-42.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">blue</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,blue,blue,",","['.', ',', '/']",0,,,,,
63,,html-keyboard-response,63,54258,0.0-3.0-43.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,28.17510002578179,,test,0.0,28.17510002578179,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
64,,html-keyboard-response,64,54764,0.0-3.0-44.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
65,,html-keyboard-response,65,56270,0.0-3.0-45.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">blue</div></div>",,test_trial,1500.0,,test,0.0,1000.0,incongruent,red,blue,.,"['.', ',', '/']",0,,,,,
66,,html-keyboard-response,66,56493,0.0-3.0-46.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,220.94313427114687,,test,0.0,220.94313427114687,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
67,,html-keyboard-response,67,57000,0.0-3.0-47.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
68,,html-keyboard-response,68,58573,0.0-3.0-48.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,red,red,.,"['.', ',', '/']",0,,,,,
69,,html-keyboard-response,69,59573,0.0-3.0-49.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,464.2344005666518,,test,0.0,464.2344005666518,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
70,,html-keyboard-response,70,60572,0.0-3.0-50.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
71,,html-keyboard-response,71,62569,0.0-3.0-51.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">red</div></div>",,test_trial,1500.0,,test,0.0,1000.0,incongruent,green,red,/,"['.', ',', '/']",0,,,,,
72,,html-keyboard-response,72,63568,0.0-3.0-52.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,717.1923177944599,,test,0.0,717.1923177944599,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
73,,html-keyboard-response,73,64571,0.0-3.0-53.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
74,,html-keyboard-response,74,66573,0.0-3.0-54.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">blue</div></div>",,test_trial,1500.0,,test,0.0,1000.0,incongruent,red,blue,.,"['.', ',', '/']",0,,,,,
75,,html-keyboard-response,75,67573,0.0-3.0-55.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,213.1204780767649,,test,0.0,213.1204780767649,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
76,,html-keyboard-response,76,68573,0.0-3.0-56.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
77,,html-keyboard-response,77,70569,0.0-3.0-57.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,red,red,.,"['.', ',', '/']",0,,,,,
78,,html-keyboard-response,78,71571,0.0-3.0-58.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,108.55084825742509,,test,0.0,108.55084825742509,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
79,,html-keyboard-response,79,72571,0.0-3.0-59.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
80,,html-keyboard-response,80,74572,0.0-3.0-60.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">green</div></div>",,test_trial,1500.0,,test,0.0,1000.0,incongruent,blue,green,",","['.', ',', '/']",0,,,,,
81,,html-keyboard-response,81,75573,0.0-3.0-61.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,254.1701956502293,,test,0.0,254.1701956502293,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
82,,html-keyboard-response,82,76573,0.0-3.0-62.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
83,,html-keyboard-response,83,78571,0.0-3.0-63.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#7070FF"">red</div></div>",,test_trial,1500.0,,test,0.0,1000.0,incongruent,blue,red,",","['.', ',', '/']",0,,,,,
84,,html-keyboard-response,84,79572,0.0-3.0-64.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,864.3276778871125,,test,0.0,864.3276778871125,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
85,,html-keyboard-response,85,80573,0.0-3.0-65.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
86,,html-keyboard-response,86,82573,0.0-3.0-66.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">green</div></div>",,test_trial,1500.0,,test,0.0,1000.0,incongruent,red,green,.,"['.', ',', '/']",0,,,,,
87,,html-keyboard-response,87,85573,0.0-3.0-67.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,2460.930474389344,,test,0.0,2460.930474389344,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
88,,html-keyboard-response,88,86569,0.0-3.0-68.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
89,,html-keyboard-response,89,88569,0.0-3.0-69.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,green,green,/,"['.', ',', '/']",0,,,,,
90,,html-keyboard-response,90,89571,0.0-3.0-70.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,256.52668057727976,,test,0.0,256.52668057727976,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
91,,html-keyboard-response,91,90572,0.0-3.0-71.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
92,,html-keyboard-response,92,92569,0.0-3.0-72.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,red,red,.,"['.', ',', '/']",0,,,,,
93,,html-keyboard-response,93,93572,0.0-3.0-73.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,463.95395151445905,,test,0.0,463.95395151445905,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
94,,html-keyboard-response,94,94572,0.0-3.0-74.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
95,,html-keyboard-response,95,96573,0.0-3.0-75.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#FF7070"">red</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,red,red,.,"['.', ',', '/']",0,,,,,
96,,html-keyboard-response,96,97572,0.0-3.0-76.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,219.01234695050755,,test,0.0,219.01234695050755,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
97,,html-keyboard-response,97,98573,0.0-3.0-77.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
98,,html-keyboard-response,98,100569,0.0-3.0-78.0,,"<div class = centerbox><div class = stroop-stim style = ""color:#70FF70"">green</div></div>",,test_trial,1500.0,,test,0.0,1000.0,congruent,green,green,/,"['.', ',', '/']",0,,,,,
99,,html-keyboard-response,99,101573,0.0-3.0-79.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,291.4121758052405,,test,0.0,291.4121758052405,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
100,,html-keyboard-response,100,102569,0.0-3.0-80.0,,"<div class=""centerbox""><div class=""fixation"">+</div></div>",,test_fixation,500.0,,test,0.0,500.0,,,,,,,,,,,
