,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,stimulus_duration,correct_response,condition,flanker,center_letter,choices,block_num,correct_trial,ITIParams,current_question,current_key_answer,current_block,exp_id,attention_check_percent
74,,html-keyboard-response,74,66345,0.0-3.0-54.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
75,,html-keyboard-response,75,67132,0.0-3.0-55.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,780.1213710053639,,test,780.1213710053639,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
76,,html-keyboard-response,76,67636,0.0-3.0-56.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
77,,html-keyboard-response,77,69143,0.0-3.0-57.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
78,,html-keyboard-response,78,69359,0.0-3.0-58.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,211.61679543400228,,test,211.61679543400228,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
79,,html-keyboard-response,79,69862,0.0-3.0-59.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
80,,html-keyboard-response,80,71368,0.0-3.0-60.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
81,,html-keyboard-response,81,71699,0.0-3.0-61.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,328.86595318724875,,test,328.86595318724875,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
82,,html-keyboard-response,82,72203,0.0-3.0-62.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
83,,html-keyboard-response,83,73707,0.0-3.0-63.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
84,,html-keyboard-response,84,74141,0.0-3.0-64.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,430.473007507681,,test,430.473007507681,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
85,,html-keyboard-response,85,74645,0.0-3.0-65.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
86,,html-keyboard-response,86,76152,0.0-3.0-66.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
87,,html-keyboard-response,87,76371,0.0-3.0-67.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,212.92577867603865,,test,212.92577867603865,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
88,,html-keyboard-response,88,76875,0.0-3.0-68.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
89,,html-keyboard-response,89,78382,0.0-3.0-69.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
90,,html-keyboard-response,90,79180,0.0-3.0-70.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,796.192493532635,,test,796.192493532635,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
91,,html-keyboard-response,91,79685,0.0-3.0-71.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
92,,html-keyboard-response,92,81193,0.0-3.0-72.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
93,,html-keyboard-response,93,81397,0.0-3.0-73.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,199.67082809428732,,test,199.67082809428732,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
94,,html-keyboard-response,94,81901,0.0-3.0-74.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
95,,html-keyboard-response,95,83407,0.0-3.0-75.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
96,,html-keyboard-response,96,84286,0.0-3.0-76.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,873.8302924263734,,test,873.8302924263734,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
97,,html-keyboard-response,97,84791,0.0-3.0-77.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
98,,html-keyboard-response,98,86299,0.0-3.0-78.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
99,,html-keyboard-response,99,86710,0.0-3.0-79.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,408.2643391547734,,test,408.2643391547734,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
100,,html-keyboard-response,100,87214,0.0-3.0-80.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
101,,html-keyboard-response,101,88721,0.0-3.0-81.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
102,,html-keyboard-response,102,89331,0.0-3.0-82.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,604.8377238787192,,test,604.8377238787192,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
103,,html-keyboard-response,103,89833,0.0-3.0-83.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
104,,html-keyboard-response,104,91340,0.0-3.0-84.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
105,,html-keyboard-response,105,93136,0.0-3.0-85.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1790.7983619091115,,test,1790.7983619091115,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
106,,html-keyboard-response,106,93641,0.0-3.0-86.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
107,,html-keyboard-response,107,95143,0.0-3.0-87.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
108,,html-keyboard-response,108,95223,0.0-3.0-88.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,75.61707388370276,,test,75.61707388370276,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
109,,html-keyboard-response,109,95726,0.0-3.0-89.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
110,,html-keyboard-response,110,97234,0.0-3.0-90.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
111,,html-keyboard-response,111,97515,0.0-3.0-91.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,278.7648580981745,,test,278.7648580981745,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
112,,html-keyboard-response,112,98017,0.0-3.0-92.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
113,,html-keyboard-response,113,99525,0.0-3.0-93.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
114,,html-keyboard-response,114,99691,0.0-3.0-94.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,165.40238314194244,,test,165.40238314194244,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
115,,html-keyboard-response,115,100195,0.0-3.0-95.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
116,,html-keyboard-response,116,101703,0.0-3.0-96.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
117,,html-keyboard-response,117,102143,0.0-3.0-97.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,437.3873071076185,,test,437.3873071076185,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
118,,html-keyboard-response,118,102649,0.0-3.0-98.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
119,,html-keyboard-response,119,104156,0.0-3.0-99.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
120,,html-keyboard-response,120,104581,0.0-3.0-100.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,423.42534695783,,test,423.42534695783,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
121,,html-keyboard-response,121,105085,0.0-3.0-101.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
122,,html-keyboard-response,122,106593,0.0-3.0-102.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
123,,html-keyboard-response,123,107583,0.0-3.0-103.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,984.8336626016737,,test,984.8336626016737,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
124,,html-keyboard-response,124,108085,0.0-3.0-104.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
125,,html-keyboard-response,125,109592,0.0-3.0-105.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,incongruent,H,F,"[',', '.']",0.0,0,,,,0.0,,
126,,html-keyboard-response,126,109909,0.0-3.0-106.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,311.82080189907083,,test,311.82080189907083,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
127,,html-keyboard-response,127,110413,0.0-3.0-107.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
128,,html-keyboard-response,128,111920,0.0-3.0-108.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
129,,html-keyboard-response,129,112145,0.0-3.0-109.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,224.03786940418007,,test,224.03786940418007,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
130,,html-keyboard-response,130,112649,0.0-3.0-110.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
131,,html-keyboard-response,131,114156,0.0-3.0-111.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
132,,html-keyboard-response,132,114478,0.0-3.0-112.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,316.1226640129549,,test,316.1226640129549,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
133,,html-keyboard-response,133,114981,0.0-3.0-113.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
134,,html-keyboard-response,134,116487,0.0-3.0-114.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,.,congruent,F,F,"[',', '.']",0.0,0,,,,0.0,,
135,,html-keyboard-response,135,116854,0.0-3.0-115.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,361.39921775416076,,test,361.39921775416076,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
136,,html-keyboard-response,136,117357,0.0-3.0-116.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
137,,html-keyboard-response,137,118864,0.0-3.0-117.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",congruent,H,H,"[',', '.']",0.0,0,,,,0.0,,
138,,html-keyboard-response,138,119088,0.0-3.0-118.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,222.4955665758735,,test,222.4955665758735,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
139,,html-keyboard-response,139,119591,0.0-3.0-119.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,,,,,,,,,,,,,
140,,html-keyboard-response,140,121096,0.0-3.0-120.0,,"<div class = bigbox><div class = centerbox><div class = flankerLeft_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerLeft_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerMiddle><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/H.png""></img></div></div><div class = flankerRight_1><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div><div class = flankerRight_2><div class = cue-text><img class = center src=""/static/experiments/flanker_rdoc/images/F.png""></img></div></div></div></div>",,test_trial,1000.0,,test,1500.0,",",incongruent,F,H,"[',', '.']",0.0,0,,,,0.0,,
141,,html-keyboard-response,141,121250,0.0-3.0-121.0,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,152.49738341589165,,test,152.49738341589165,,,,,,0.0,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
142,,html-keyboard-response,142,128477,0.0-3.1-0.1,7224.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 1 out of 3 blocks of trials.</p>
       <p class=""block-text"">Your accuracy is too low. Remember: <br>
  <ul style=""text-align:left;"">
    <li>Indicate the identity of the middle letter.</li>
    <li>H: index finger</li>
    <li>F: middle finger</li>
  </ul>
</p>
      
        <p class=""block-text"">You have not been responding to some trials. Please respond on every trial that requires a response.</p>
      <p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,,,,,,,,,,,,,,
