,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,stimulus_duration,block_num,correct_response,condition,choices,correct_trial,ITIParams,current_question,current_key_answer,exp_id,attention_check_percent
253,,html-keyboard-response,253,277874,0.0-3.1-30.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
254,,html-keyboard-response,254,278565,0.0-3.1-31.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,685.2831161121705,,test,685.2831161121705,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
255,,html-keyboard-response,255,279069,0.0-3.1-32.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
256,,html-keyboard-response,256,280576,0.0-3.1-33.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
257,,html-keyboard-response,257,281303,0.0-3.1-34.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,721.0356175619705,,test,721.0356175619705,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
258,,html-keyboard-response,258,281807,0.0-3.1-35.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
259,,html-keyboard-response,259,283313,0.0-3.1-36.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
260,,html-keyboard-response,260,283524,0.0-3.1-37.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,204.02010528290464,,test,204.02010528290464,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
261,,html-keyboard-response,261,284028,0.0-3.1-38.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
262,,html-keyboard-response,262,285530,0.0-3.1-39.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
263,,html-keyboard-response,263,286196,0.0-3.1-40.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,661.379366882991,,test,661.379366882991,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
264,,html-keyboard-response,264,286698,0.0-3.1-41.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
265,,html-keyboard-response,265,288205,0.0-3.1-42.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
266,,html-keyboard-response,266,288584,0.0-3.1-43.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,378.58420676233203,,test,378.58420676233203,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
267,,html-keyboard-response,267,289088,0.0-3.1-44.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
268,,html-keyboard-response,268,290592,0.0-3.1-45.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
269,,html-keyboard-response,269,290997,0.0-3.1-46.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,402.9685706943192,,test,402.9685706943192,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
270,,html-keyboard-response,270,291499,0.0-3.1-47.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
271,,html-keyboard-response,271,293006,0.0-3.1-48.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
272,,html-keyboard-response,272,293917,0.0-3.1-49.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,908.1927430435059,,test,908.1927430435059,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
273,,html-keyboard-response,273,294421,0.0-3.1-50.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
274,,html-keyboard-response,274,295923,0.0-3.1-51.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
275,,html-keyboard-response,275,296237,0.0-3.1-52.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,309.6918685254349,,test,309.6918685254349,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
276,,html-keyboard-response,276,296742,0.0-3.1-53.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
277,,html-keyboard-response,277,298249,0.0-3.1-54.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
278,,html-keyboard-response,278,298344,0.0-3.1-55.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,89.12097316433328,,test,89.12097316433328,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
279,,html-keyboard-response,279,298847,0.0-3.1-56.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
280,,html-keyboard-response,280,300353,0.0-3.1-57.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
281,,html-keyboard-response,281,300597,0.0-3.1-58.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,238.7451591511306,,test,238.7451591511306,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
282,,html-keyboard-response,282,301102,0.0-3.1-59.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
283,,html-keyboard-response,283,302609,0.0-3.1-60.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1,,,,,
284,,html-keyboard-response,284,302932,0.0-3.1-61.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,316.7646453249491,,test,316.7646453249491,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
285,,html-keyboard-response,285,303437,0.0-3.1-62.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
286,,html-keyboard-response,286,304939,0.0-3.1-63.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
287,,html-keyboard-response,287,305301,0.0-3.1-64.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,359.93822242565113,,test,359.93822242565113,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
288,,html-keyboard-response,288,305806,0.0-3.1-65.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
289,,html-keyboard-response,289,307311,0.0-3.1-66.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1,,,,,
290,,html-keyboard-response,290,307861,0.0-3.1-67.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,547.2016449411714,,test,547.2016449411714,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
291,,html-keyboard-response,291,308365,0.0-3.1-68.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
292,,html-keyboard-response,292,309872,0.0-3.1-69.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
293,,html-keyboard-response,293,310478,0.0-3.1-70.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,600.4119452161789,,test,600.4119452161789,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
294,,html-keyboard-response,294,310984,0.0-3.1-71.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
295,,html-keyboard-response,295,312490,0.0-3.1-72.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
296,,html-keyboard-response,296,313113,0.0-3.1-73.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,617.0052028636794,,test,617.0052028636794,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
297,,html-keyboard-response,297,313620,0.0-3.1-74.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
298,,html-keyboard-response,298,315126,0.0-3.1-75.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
299,,html-keyboard-response,299,315236,0.0-3.1-76.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,107.36612255171534,,test,107.36612255171534,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
300,,html-keyboard-response,300,315740,0.0-3.1-77.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
301,,html-keyboard-response,301,317246,0.0-3.1-78.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
302,,html-keyboard-response,302,317728,0.0-3.1-79.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,475.27008263424386,,test,475.27008263424386,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
303,,html-keyboard-response,303,318232,0.0-3.1-80.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
304,,html-keyboard-response,304,319738,0.0-3.1-81.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1,,,,,
305,,html-keyboard-response,305,320978,0.0-3.1-82.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1236.5586959163256,,test,1236.5586959163256,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
306,,html-keyboard-response,306,321481,0.0-3.1-83.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
307,,html-keyboard-response,307,322985,0.0-3.1-84.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
308,,html-keyboard-response,308,323174,0.0-3.1-85.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,183.4013087690507,,test,183.4013087690507,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
309,,html-keyboard-response,309,323678,0.0-3.1-86.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
310,,html-keyboard-response,310,325180,0.0-3.1-87.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
311,,html-keyboard-response,311,325455,0.0-3.1-88.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,269.3102218022367,,test,269.3102218022367,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
312,,html-keyboard-response,312,325957,0.0-3.1-89.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
313,,html-keyboard-response,313,327462,0.0-3.1-90.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
314,,html-keyboard-response,314,327621,0.0-3.1-91.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,156.19086413551202,,test,156.19086413551202,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
315,,html-keyboard-response,315,328124,0.0-3.1-92.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
316,,html-keyboard-response,316,329631,0.0-3.1-93.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1,,,,,
317,,html-keyboard-response,317,331187,0.0-3.1-94.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1550.4446964832816,,test,1550.4446964832816,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
318,,html-keyboard-response,318,331690,0.0-3.1-95.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
319,,html-keyboard-response,319,333197,0.0-3.1-96.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
320,,html-keyboard-response,320,333655,0.0-3.1-97.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,455.6493087314505,,test,455.6493087314505,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
321,,html-keyboard-response,321,334159,0.0-3.1-98.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
322,,html-keyboard-response,322,335663,0.0-3.1-99.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
323,,html-keyboard-response,323,335702,0.0-3.1-100.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,33.064652536208,,test,33.064652536208,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
324,,html-keyboard-response,324,336206,0.0-3.1-101.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
325,,html-keyboard-response,325,337712,0.0-3.1-102.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
326,,html-keyboard-response,326,337933,0.0-3.1-103.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,220.40190510526722,,test,220.40190510526722,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
327,,html-keyboard-response,327,338438,0.0-3.1-104.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
328,,html-keyboard-response,328,339944,0.0-3.1-105.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
329,,html-keyboard-response,329,340343,0.0-3.1-106.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,395.03307514205693,,test,395.03307514205693,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
330,,html-keyboard-response,330,340846,0.0-3.1-107.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
331,,html-keyboard-response,331,342347,0.0-3.1-108.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
332,,html-keyboard-response,332,342484,0.0-3.1-109.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,130.1666480215626,,test,130.1666480215626,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
333,,html-keyboard-response,333,342987,0.0-3.1-110.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
334,,html-keyboard-response,334,344490,0.0-3.1-111.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1,,,,,
335,,html-keyboard-response,335,344763,0.0-3.1-112.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,268.60781207614025,,test,268.60781207614025,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
336,,html-keyboard-response,336,345267,0.0-3.1-113.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
337,,html-keyboard-response,337,346774,0.0-3.1-114.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
338,,html-keyboard-response,338,347118,0.0-3.1-115.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,338.00313837920544,,test,338.00313837920544,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
339,,html-keyboard-response,339,347622,0.0-3.1-116.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
340,,html-keyboard-response,340,349129,0.0-3.1-117.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
341,,html-keyboard-response,341,349986,0.0-3.1-118.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,851.6707752543444,,test,851.6707752543444,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
342,,html-keyboard-response,342,350492,0.0-3.1-119.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
343,,html-keyboard-response,343,351998,0.0-3.1-120.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
344,,html-keyboard-response,344,352086,0.0-3.1-121.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,82.48787030356495,,test,82.48787030356495,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
345,,html-keyboard-response,345,352589,0.0-3.1-122.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
346,,html-keyboard-response,346,354096,0.0-3.1-123.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
347,,html-keyboard-response,347,354295,0.0-3.1-124.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,193.5362191088348,,test,193.5362191088348,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
348,,html-keyboard-response,348,354799,0.0-3.1-125.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
349,,html-keyboard-response,349,356306,0.0-3.1-126.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
350,,html-keyboard-response,350,356362,0.0-3.1-127.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,55.3116039032256,,test,55.3116039032256,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
351,,html-keyboard-response,351,356865,0.0-3.1-128.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
352,,html-keyboard-response,352,358371,0.0-3.1-129.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
353,,html-keyboard-response,353,358539,0.0-3.1-130.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,165.8317117152497,,test,165.8317117152497,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
354,,html-keyboard-response,354,359042,0.0-3.1-131.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
355,,html-keyboard-response,355,360549,0.0-3.1-132.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
356,,html-keyboard-response,356,360575,0.0-3.1-133.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,23.01603926672314,,test,23.01603926672314,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
357,,html-keyboard-response,357,361078,0.0-3.1-134.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
358,,html-keyboard-response,358,362584,0.0-3.1-135.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
359,,html-keyboard-response,359,362695,0.0-3.1-136.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,104.36551516050426,,test,104.36551516050426,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
360,,html-keyboard-response,360,363199,0.0-3.1-137.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
361,,html-keyboard-response,361,364706,0.0-3.1-138.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
362,,html-keyboard-response,362,364731,0.0-3.1-139.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,22.35564216110009,,test,22.35564216110009,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
363,,html-keyboard-response,363,365234,0.0-3.1-140.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
364,,html-keyboard-response,364,366739,0.0-3.1-141.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",0,,,,,
365,,html-keyboard-response,365,367533,0.0-3.1-142.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,787.790653710116,,test,787.790653710116,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
366,,html-keyboard-response,366,368039,0.0-3.1-143.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
367,,html-keyboard-response,367,369545,0.0-3.1-144.1,365.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1,,,,,
368,,html-keyboard-response,368,369876,0.0-3.1-145.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,329.60160064428726,,test,329.60160064428726,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
369,,html-keyboard-response,369,370381,0.0-3.1-146.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
370,,html-keyboard-response,370,371888,0.0-3.1-147.1,,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div id = stim2></div></div></div></div></div>,,test_trial,1500.0,,test,1000.0,1.0,,nogo,"[',']",1,,,,,
371,,html-keyboard-response,371,372803,0.0-3.1-148.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,912.7381601753466,,test,912.7381601753466,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
372,,html-keyboard-response,372,373307,0.0-3.1-149.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
373,,html-keyboard-response,373,374808,0.0-3.1-150.1,374.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1,,,,,
374,,html-keyboard-response,374,374985,0.0-3.1-151.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,173.5588428280792,,test,173.5588428280792,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
375,,html-keyboard-response,375,375489,0.0-3.1-152.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
376,,html-keyboard-response,376,376995,0.0-3.1-153.1,413.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1,,,,,
377,,html-keyboard-response,377,377005,0.0-3.1-154.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,8.412194912666171,,test,8.412194912666171,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
378,,html-keyboard-response,378,377507,0.0-3.1-155.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
379,,html-keyboard-response,379,379009,0.0-3.1-156.1,820.0,<div class = bigbox><div class = centerbox><div class = gng_number><div class = cue-text><div  id = stim1></div></div></div></div></div>,",",test_trial,1500.0,,test,1000.0,1.0,",",go,"[',']",1,,,,,
380,,html-keyboard-response,380,379708,0.0-3.1-157.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,697.766248584807,,test,697.766248584807,1.0,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,
381,,html-keyboard-response,381,380214,0.0-3.1-158.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,500.0,1.0,,,,,,,,,
