,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_id,exp_stage,block_num,stimulus_duration,CTI,cue_location,stim_location,condition,correct_response,choices,correct_trial,ITIParams,current_question,current_key_answer,attention_check_percent
0,True,fullscreen,0,1663,0.0-0.0,,,,,,,,,,,,,,,,,,,,,
1,,html-keyboard-response,1,2001,0.0-1.0-0.0,336.0,"<div class = centerbox><p class = center-block-text>
    
  <p class=""center-block-text"">
    Welcome! This experiment will take around 15 minutes.
  </p>
  <p class=""center-block-text"">
    To avoid technical issues, please keep the experiment tab (on Chrome or Firefox) active and in fullscreen mode for the whole duration of each task.
  </p>
  <p class=""center-block-text""> Press <i>enter</i> to begin.</p>

    </p></div>",enter,instruction_feedback,180000.0,,,,,,,,,,,,,,,,
2,,instructions,2,3419,0.0-1.0-1.0,1416.0,,,instructions,,"[{'page_index': 0, 'viewing_time': 1245}, {'page_index': 1, 'viewing_time': 171}]",spatial_cueing_rdoc,,,,,,,,,,,,,,
3,,html-keyboard-response,3,4201,0.0-2.0-0.0,781.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = center-block-text>Press <i>enter</i> to begin practice.</p></div>
    </font></p></div></div>",enter,practice_feedback,60000.0,,,practice,0.0,,,,,,,,,,,,
4,,html-keyboard-response,4,5710,0.0-2.0-1.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
5,,html-keyboard-response,5,6222,0.0-2.0-2.0,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
6,,html-keyboard-response,6,7227,0.0-2.0-3.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,1000.0,,,practice,0.0,1000.0,1000.0,,,,,,,,,,
7,,html-keyboard-response,7,8735,0.0-2.0-4.0,406.0,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",.,practice_trial,1500.0,,,practice,0.0,1000.0,,right,right,valid,.,"[',', '.']",1,,,,
8,,html-keyboard-response,8,9239,0.0-2.0-5.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Correct!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
9,,html-keyboard-response,9,9401,0.0-2.0-6.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,156.90856429652507,,,practice,0.0,156.90856429652507,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
10,,html-keyboard-response,10,9905,0.0-2.0-7.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
11,,html-keyboard-response,11,10410,0.0-2.0-8.0,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
12,,html-keyboard-response,12,10963,0.0-2.0-9.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,550.0,,,practice,0.0,550.0,550.0,,,,,,,,,,
13,,html-keyboard-response,13,12469,0.0-2.0-10.0,364.0,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",.,practice_trial,1500.0,,,practice,0.0,1000.0,,both,right,doublecue,.,"[',', '.']",1,,,,
14,,html-keyboard-response,14,12976,0.0-2.0-11.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Correct!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
15,,html-keyboard-response,15,13077,0.0-2.0-12.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,95.54923001175709,,,practice,0.0,95.54923001175709,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
16,,html-keyboard-response,16,13582,0.0-2.0-13.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
17,,html-keyboard-response,17,14086,0.0-2.0-14.0,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
18,,html-keyboard-response,18,14189,0.0-2.0-15.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,100.0,,,practice,0.0,100.0,100.0,,,,,,,,,,
19,,html-keyboard-response,19,15696,0.0-2.0-16.0,495.0,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",.,practice_trial,1500.0,,,practice,0.0,1000.0,,both,right,doublecue,.,"[',', '.']",1,,,,
20,,html-keyboard-response,20,16200,0.0-2.0-17.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Correct!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
21,,html-keyboard-response,21,16368,0.0-2.0-18.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,162.4828351638947,,,practice,0.0,162.4828351638947,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
22,,html-keyboard-response,22,16872,0.0-2.0-19.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
23,,html-keyboard-response,23,17378,0.0-2.0-20.0,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
24,,html-keyboard-response,24,17484,0.0-2.0-21.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,100.0,,,practice,0.0,100.0,100.0,,,,,,,,,,
25,,html-keyboard-response,25,18991,0.0-2.0-22.0,356.0,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",",",practice_trial,1500.0,,,practice,0.0,1000.0,,left,left,valid,",","[',', '.']",1,,,,
26,,html-keyboard-response,26,19497,0.0-2.0-23.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Correct!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
27,,html-keyboard-response,27,19659,0.0-2.0-24.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,157.0723730562613,,,practice,0.0,157.0723730562613,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
28,,html-keyboard-response,28,20165,0.0-2.0-25.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
29,,html-keyboard-response,29,20668,0.0-2.0-26.0,,"<div class = bigbox><div id=right_box></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
30,,html-keyboard-response,30,21221,0.0-2.0-27.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,550.0,,,practice,0.0,550.0,550.0,,,,,,,,,,
31,,html-keyboard-response,31,22723,0.0-2.0-28.0,351.0,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",.,practice_trial,1500.0,,,practice,0.0,1000.0,,none,right,nocue,.,"[',', '.']",1,,,,
32,,html-keyboard-response,32,23227,0.0-2.0-29.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Correct!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
33,,html-keyboard-response,33,24614,0.0-2.0-30.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,1380.6650906401808,,,practice,0.0,1380.6650906401808,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
34,,html-keyboard-response,34,25119,0.0-2.0-31.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
35,,html-keyboard-response,35,25625,0.0-2.0-32.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
36,,html-keyboard-response,36,26631,0.0-2.0-33.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,1000.0,,,practice,0.0,1000.0,1000.0,,,,,,,,,,
37,,html-keyboard-response,37,28138,0.0-2.0-34.0,394.0,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",.,practice_trial,1500.0,,,practice,0.0,1000.0,,right,left,invalid,",","[',', '.']",0,,,,
38,,html-keyboard-response,38,28642,0.0-2.0-35.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Incorrect</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
39,,html-keyboard-response,39,28648,0.0-2.0-36.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,3.0106564857526577,,,practice,0.0,3.0106564857526577,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
40,,html-keyboard-response,40,29151,0.0-2.0-37.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
41,,html-keyboard-response,41,29655,0.0-2.0-38.0,,"<div class = bigbox><div id=right_box></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
42,,html-keyboard-response,42,29759,0.0-2.0-39.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,100.0,,,practice,0.0,100.0,100.0,,,,,,,,,,
43,,html-keyboard-response,43,31264,0.0-2.0-40.0,,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_trial,1500.0,,,practice,0.0,1000.0,,none,right,nocue,.,"[',', '.']",0,,,,
44,,html-keyboard-response,44,31769,0.0-2.0-41.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Respond Faster!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
45,,html-keyboard-response,45,32154,0.0-2.0-42.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,382.79550612811965,,,practice,0.0,382.79550612811965,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
46,,html-keyboard-response,46,32658,0.0-2.0-43.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
47,,html-keyboard-response,47,33162,0.0-2.0-44.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
48,,html-keyboard-response,48,33716,0.0-2.0-45.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,550.0,,,practice,0.0,550.0,550.0,,,,,,,,,,
49,,html-keyboard-response,49,35223,0.0-2.0-46.0,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_trial,1500.0,,,practice,0.0,1000.0,,none,left,nocue,",","[',', '.']",0,,,,
50,,html-keyboard-response,50,35727,0.0-2.0-47.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Respond Faster!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
51,,html-keyboard-response,51,35994,0.0-2.0-48.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,260.40256787192124,,,practice,0.0,260.40256787192124,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
52,,html-keyboard-response,52,36501,0.0-2.0-49.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
53,,html-keyboard-response,53,37004,0.0-2.0-50.0,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
54,,html-keyboard-response,54,38010,0.0-2.0-51.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,1000.0,,,practice,0.0,1000.0,1000.0,,,,,,,,,,
55,,html-keyboard-response,55,39513,0.0-2.0-52.0,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_trial,1500.0,,,practice,0.0,1000.0,,both,left,doublecue,",","[',', '.']",0,,,,
56,,html-keyboard-response,56,40016,0.0-2.0-53.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Respond Faster!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
57,,html-keyboard-response,57,40855,0.0-2.0-54.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,832.463264621099,,,practice,0.0,832.463264621099,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
58,,html-keyboard-response,58,41357,0.0-2.0-55.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
59,,html-keyboard-response,59,41863,0.0-2.0-56.0,,"<div class = bigbox><div id=right_box></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
60,,html-keyboard-response,60,42870,0.0-2.0-57.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,1000.0,,,practice,0.0,1000.0,1000.0,,,,,,,,,,
61,,html-keyboard-response,61,44374,0.0-2.0-58.0,,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_trial,1500.0,,,practice,0.0,1000.0,,none,right,nocue,.,"[',', '.']",0,,,,
62,,html-keyboard-response,62,44878,0.0-2.0-59.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Respond Faster!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
63,,html-keyboard-response,63,44943,0.0-2.0-60.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,61.202891413855085,,,practice,0.0,61.202891413855085,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
64,,html-keyboard-response,64,45449,0.0-2.0-61.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
65,,html-keyboard-response,65,45955,0.0-2.0-62.0,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
66,,html-keyboard-response,66,46062,0.0-2.0-63.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,100.0,,,practice,0.0,100.0,100.0,,,,,,,,,,
67,,html-keyboard-response,67,47567,0.0-2.0-64.0,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_trial,1500.0,,,practice,0.0,1000.0,,both,left,doublecue,",","[',', '.']",0,,,,
68,,html-keyboard-response,68,48070,0.0-2.0-65.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Respond Faster!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
69,,html-keyboard-response,69,48294,0.0-2.0-66.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,217.03859005405295,,,practice,0.0,217.03859005405295,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
70,,html-keyboard-response,70,48799,0.0-2.0-67.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,0.0,500.0,,,,,,,,,,,
71,,html-keyboard-response,71,49304,0.0-2.0-68.0,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,0.0,500.0,,,,,,,,,,,
72,,html-keyboard-response,72,49859,0.0-2.0-69.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,550.0,,,practice,0.0,550.0,550.0,,,,,,,,,,
73,,html-keyboard-response,73,51366,0.0-2.0-70.0,,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_trial,1500.0,,,practice,0.0,1000.0,,right,right,valid,.,"[',', '.']",0,,,,
74,,html-keyboard-response,74,51869,0.0-2.0-71.0,,"<div class = fb_box><div class = 'center-text'><font size =20>Respond Faster!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
75,,html-keyboard-response,75,52679,0.0-2.0-72.0,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,803.6431277479703,,,practice,0.0,803.6431277479703,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
76,,html-keyboard-response,76,66174,0.0-2.1-0.1,13492.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p>
        <p class=""block-text"">Your accuracy is low. Remember: </p>
        <p class='block-text'>Press your <b>index finger</b> if the star (*) appears in the left box and your <b>middle finger</b> if the star (*) appears in the right box.</p>
      
        <p class=""block-text"">You have not been responding to some trials. Please respond on every trial that requires a response.</p>
      <p class=""block-text"">We are now going to repeat the practice round.</p><p class=""block-text"">Press <i>enter</i> to begin.</p></div>
    </font></p></div></div>",enter,practice_feedback,60000.0,,,practice,1.0,,,,,,,,,,,,
77,,html-keyboard-response,77,67680,0.0-2.1-1.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,1.0,500.0,,,,,,,,,,,
78,,html-keyboard-response,78,68186,0.0-2.1-2.1,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,1.0,500.0,,,,,,,,,,,
79,,html-keyboard-response,79,68738,0.0-2.1-3.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,550.0,,,practice,1.0,550.0,550.0,,,,,,,,,,
80,,html-keyboard-response,80,70245,0.0-2.1-4.1,324.0,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",",",practice_trial,1500.0,,,practice,1.0,1000.0,,both,left,doublecue,",","[',', '.']",1,,,,
81,,html-keyboard-response,81,70752,0.0-2.1-5.1,,"<div class = fb_box><div class = 'center-text'><font size =20>Correct!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
82,,html-keyboard-response,82,70813,0.0-2.1-6.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_ITI,59.276926613535416,,,practice,1.0,59.276926613535416,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
83,,html-keyboard-response,83,71318,0.0-2.1-7.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_fixation,500.0,,,practice,1.0,500.0,,,,,,,,,,,
84,,html-keyboard-response,84,71821,0.0-2.1-8.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_cue,500.0,,,practice,1.0,500.0,,,,,,,,,,,
85,,html-keyboard-response,85,71923,0.0-2.1-9.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_CTI,100.0,,,practice,1.0,100.0,100.0,,,,,,,,,,
86,,html-keyboard-response,86,73430,0.0-2.1-10.1,419.0,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",",",practice_trial,1500.0,,,practice,1.0,1000.0,,right,left,invalid,",","[',', '.']",1,,,,
87,,html-keyboard-response,87,73935,0.0-2.1-11.1,,"<div class = fb_box><div class = 'center-text'><font size =20>Correct!</font></div></div><div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,practice_feedback,500.0,,,practice,,500.0,,,,,,,,,,,
