,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_id,exp_stage,block_num,stimulus_duration,CTI,cue_location,stim_location,condition,correct_response,choices,correct_trial,ITIParams,current_question,current_key_answer,attention_check_percent
573,,html-keyboard-response,573,426047,0.0-3.1-62.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
574,,html-keyboard-response,574,426552,0.0-3.1-63.1,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
575,,html-keyboard-response,575,427555,0.0-3.1-64.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,1000.0,,,test,1.0,1000.0,1000.0,,,,,,,,,,
576,,html-keyboard-response,576,429058,0.0-3.1-65.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,both,left,doublecue,",","[',', '.']",0,,,,
577,,html-keyboard-response,577,429303,0.0-3.1-66.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,238.73096249998778,,,test,1.0,238.73096249998778,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
578,,html-keyboard-response,578,429806,0.0-3.1-67.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
579,,html-keyboard-response,579,430310,0.0-3.1-68.1,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
580,,html-keyboard-response,580,430862,0.0-3.1-69.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,550.0,,,test,1.0,550.0,550.0,,,,,,,,,,
581,,html-keyboard-response,581,432366,0.0-3.1-70.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,both,left,doublecue,",","[',', '.']",0,,,,
582,,html-keyboard-response,582,432858,0.0-3.1-71.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,490.042983006286,,,test,1.0,490.042983006286,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
583,,html-keyboard-response,583,433360,0.0-3.1-72.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
584,,html-keyboard-response,584,433864,0.0-3.1-73.1,,"<div class = bigbox><div id=right_box></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
585,,html-keyboard-response,585,433968,0.0-3.1-74.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,100.0,,,test,1.0,100.0,100.0,,,,,,,,,,
586,,html-keyboard-response,586,435474,0.0-3.1-75.1,,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,none,right,nocue,.,"[',', '.']",0,,,,
587,,html-keyboard-response,587,436722,0.0-3.1-76.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,1244.0514301907285,,,test,1.0,1244.0514301907285,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
588,,html-keyboard-response,588,437227,0.0-3.1-77.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
589,,html-keyboard-response,589,437729,0.0-3.1-78.1,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
590,,html-keyboard-response,590,438283,0.0-3.1-79.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,550.0,,,test,1.0,550.0,550.0,,,,,,,,,,
591,,html-keyboard-response,591,439790,0.0-3.1-80.1,,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,both,right,doublecue,.,"[',', '.']",0,,,,
592,,html-keyboard-response,592,440173,0.0-3.1-81.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,380.07677224968967,,,test,1.0,380.07677224968967,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
593,,html-keyboard-response,593,440679,0.0-3.1-82.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
594,,html-keyboard-response,594,441186,0.0-3.1-83.1,,"<div class = bigbox><div id=right_box></div></div><div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
595,,html-keyboard-response,595,442192,0.0-3.1-84.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,1000.0,,,test,1.0,1000.0,1000.0,,,,,,,,,,
596,,html-keyboard-response,596,443693,0.0-3.1-85.1,,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,left,right,invalid,.,"[',', '.']",0,,,,
597,,html-keyboard-response,597,444283,0.0-3.1-86.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,584.9418958481157,,,test,1.0,584.9418958481157,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
598,,html-keyboard-response,598,444788,0.0-3.1-87.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
599,,html-keyboard-response,599,445292,0.0-3.1-88.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
600,,html-keyboard-response,600,445399,0.0-3.1-89.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,100.0,,,test,1.0,100.0,100.0,,,,,,,,,,
601,,html-keyboard-response,601,446905,0.0-3.1-90.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,none,left,nocue,",","[',', '.']",0,,,,
602,,html-keyboard-response,602,447589,0.0-3.1-91.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,679.9707797483698,,,test,1.0,679.9707797483698,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
603,,html-keyboard-response,603,448093,0.0-3.1-92.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
604,,html-keyboard-response,604,448598,0.0-3.1-93.1,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
605,,html-keyboard-response,605,448705,0.0-3.1-94.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,100.0,,,test,1.0,100.0,100.0,,,,,,,,,,
606,,html-keyboard-response,606,450211,0.0-3.1-95.1,,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,right,right,valid,.,"[',', '.']",0,,,,
607,,html-keyboard-response,607,450239,0.0-3.1-96.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,23.651719554323222,,,test,1.0,23.651719554323222,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
608,,html-keyboard-response,608,450742,0.0-3.1-97.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
609,,html-keyboard-response,609,451245,0.0-3.1-98.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
610,,html-keyboard-response,610,452251,0.0-3.1-99.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,1000.0,,,test,1.0,1000.0,1000.0,,,,,,,,,,
611,,html-keyboard-response,611,453756,0.0-3.1-100.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,none,left,nocue,",","[',', '.']",0,,,,
612,,html-keyboard-response,612,454159,0.0-3.1-101.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,398.99507505417296,,,test,1.0,398.99507505417296,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
613,,html-keyboard-response,613,454663,0.0-3.1-102.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
614,,html-keyboard-response,614,455168,0.0-3.1-103.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
615,,html-keyboard-response,615,455721,0.0-3.1-104.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,550.0,,,test,1.0,550.0,550.0,,,,,,,,,,
616,,html-keyboard-response,616,457228,0.0-3.1-105.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,none,left,nocue,",","[',', '.']",0,,,,
617,,html-keyboard-response,617,457859,0.0-3.1-106.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,628.2578177836616,,,test,1.0,628.2578177836616,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
618,,html-keyboard-response,618,458364,0.0-3.1-107.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
619,,html-keyboard-response,619,458867,0.0-3.1-108.1,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
620,,html-keyboard-response,620,459421,0.0-3.1-109.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,550.0,,,test,1.0,550.0,550.0,,,,,,,,,,
621,,html-keyboard-response,621,460927,0.0-3.1-110.1,886.0,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",.,test_trial,1500.0,,,test,1.0,1000.0,,right,right,valid,.,"[',', '.']",1,,,,
622,,html-keyboard-response,622,460991,0.0-3.1-111.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,61.0088778297742,,,test,1.0,61.0088778297742,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
623,,html-keyboard-response,623,461496,0.0-3.1-112.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
624,,html-keyboard-response,624,462001,0.0-3.1-113.1,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
625,,html-keyboard-response,625,463007,0.0-3.1-114.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,1000.0,,,test,1.0,1000.0,1000.0,,,,,,,,,,
626,,html-keyboard-response,626,464514,0.0-3.1-115.1,1338.0,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",.,test_trial,1500.0,,,test,1.0,1000.0,,right,right,valid,.,"[',', '.']",1,,,,
627,,html-keyboard-response,627,465438,0.0-3.1-116.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,918.8995550018311,,,test,1.0,918.8995550018311,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
628,,html-keyboard-response,628,465941,0.0-3.1-117.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
629,,html-keyboard-response,629,466444,0.0-3.1-118.1,,"<div class = bigbox><div id=right_box></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
630,,html-keyboard-response,630,466551,0.0-3.1-119.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,100.0,,,test,1.0,100.0,100.0,,,,,,,,,,
631,,html-keyboard-response,631,468057,0.0-3.1-120.1,,"<div class = bigbox><div id=right_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,none,right,nocue,.,"[',', '.']",0,,,,
632,,html-keyboard-response,632,468112,0.0-3.1-121.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,54.6129279135718,,,test,1.0,54.6129279135718,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
633,,html-keyboard-response,633,468615,0.0-3.1-122.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
634,,html-keyboard-response,634,469117,0.0-3.1-123.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
635,,html-keyboard-response,635,469672,0.0-3.1-124.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,550.0,,,test,1.0,550.0,550.0,,,,,,,,,,
636,,html-keyboard-response,636,471175,0.0-3.1-125.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,none,left,nocue,",","[',', '.']",0,,,,
637,,html-keyboard-response,637,471270,0.0-3.1-126.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,92.78307301510308,,,test,1.0,92.78307301510308,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
638,,html-keyboard-response,638,471774,0.0-3.1-127.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
639,,html-keyboard-response,639,472277,0.0-3.1-128.1,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
640,,html-keyboard-response,640,473284,0.0-3.1-129.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,1000.0,,,test,1.0,1000.0,1000.0,,,,,,,,,,
641,,html-keyboard-response,641,474790,0.0-3.1-130.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,both,left,doublecue,",","[',', '.']",0,,,,
642,,html-keyboard-response,642,474915,0.0-3.1-131.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,122.65960818766925,,,test,1.0,122.65960818766925,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
643,,html-keyboard-response,643,475421,0.0-3.1-132.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
644,,html-keyboard-response,644,475924,0.0-3.1-133.1,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
645,,html-keyboard-response,645,476031,0.0-3.1-134.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,100.0,,,test,1.0,100.0,100.0,,,,,,,,,,
646,,html-keyboard-response,646,477537,0.0-3.1-135.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,both,left,doublecue,",","[',', '.']",0,,,,
647,,html-keyboard-response,647,478141,0.0-3.1-136.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,601.3440954914716,,,test,1.0,601.3440954914716,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
648,,html-keyboard-response,648,478644,0.0-3.1-137.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
649,,html-keyboard-response,649,479147,0.0-3.1-138.1,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
650,,html-keyboard-response,650,479699,0.0-3.1-139.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,550.0,,,test,1.0,550.0,550.0,,,,,,,,,,
651,,html-keyboard-response,651,481204,0.0-3.1-140.1,,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_trial,1500.0,,,test,1.0,1000.0,,both,left,doublecue,",","[',', '.']",0,,,,
652,,html-keyboard-response,652,481401,0.0-3.1-141.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,193.23738085912828,,,test,1.0,193.23738085912828,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
653,,html-keyboard-response,653,481903,0.0-3.1-142.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
654,,html-keyboard-response,654,482406,0.0-3.1-143.1,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
655,,html-keyboard-response,655,483412,0.0-3.1-144.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,1000.0,,,test,1.0,1000.0,1000.0,,,,,,,,,,
656,,html-keyboard-response,656,484919,0.0-3.1-145.1,1223.0,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",",",test_trial,1500.0,,,test,1.0,1000.0,,left,left,valid,",","[',', '.']",1,,,,
657,,html-keyboard-response,657,485728,0.0-3.1-146.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,803.7102702394494,,,test,1.0,803.7102702394494,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
658,,html-keyboard-response,658,486232,0.0-3.1-147.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
659,,html-keyboard-response,659,486737,0.0-3.1-148.1,,"<div class = bigbox><div id=left_box style=""border-width:15px""></div></div><div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
660,,html-keyboard-response,660,486844,0.0-3.1-149.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_CTI,100.0,,,test,1.0,100.0,100.0,,,,,,,,,,
661,,html-keyboard-response,661,488351,0.0-3.1-150.1,341.0,"<div class = bigbox><div id=left_box><div class='center-text star'>*</div></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",",",test_trial,1500.0,,,test,1.0,1000.0,,both,left,doublecue,",","[',', '.']",1,,,,
662,,html-keyboard-response,662,488409,0.0-3.1-151.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_ITI,57.29446631365197,,,test,1.0,57.29446631365197,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,
663,,html-keyboard-response,663,488912,0.0-3.1-152.1,,"<div class = bigbox><div id=left_box></div></div><div class = bigbox><div id=right_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_fixation,500.0,,,test,,500.0,,,,,,,,,,,
664,,html-keyboard-response,664,489415,0.0-3.1-153.1,,"<div class = bigbox><div id=right_box style=""border-width:15px""></div></div><div class = bigbox><div id=left_box></div></div><div class = centerbox><div class = fixation style=""font-size:100px"">+</div></div>",,test_cue,500.0,,,test,1.0,500.0,,,,,,,,,,,
