,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,condition,choices,stimulus_duration,correct_spatial_judgement_key,num_block,spatial_location,correct_trial,spatial_sequence,rt_each_spatial_location_response_grid,rt_total_response_grid,ITIParams,current_question,current_key_answer,exp_id,attention_check_percent
305,,html-keyboard-response,305,795874,0.0-4.2-1.6-0.6,700.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
306,,html-keyboard-response,306,796632,0.0-4.2-1.7-0.7,757.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",p,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,t,2.0,,,,,,,,,,
307,,html-keyboard-response,307,797639,0.0-4.2-2.2,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,practice_stim,1000.0,,practice,2.0,operation,,1000.0,,2.0,12.0,,,,,,,,,
308,,html-keyboard-response,308,798446,0.0-4.2-3.6-0.6,805.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",p,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,t,2.0,,,,,,,,,,
309,,html-keyboard-response,309,799193,0.0-4.2-3.7-0.7,746.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
310,,html-keyboard-response,310,799740,0.0-4.2-3.8-0.8,545.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
311,,html-keyboard-response,311,800467,0.0-4.2-3.9-0.9,726.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
312,,html-keyboard-response,312,801045,0.0-4.2-3.10-0.10,577.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
313,,html-keyboard-response,313,802047,0.0-4.2-4.2,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div></div>",,practice_stim,1000.0,,practice,2.0,operation,,1000.0,,2.0,14.0,,,,,,,,,
314,,html-keyboard-response,314,802835,0.0-4.2-5.7-0.7,787.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
315,,html-keyboard-response,315,803299,0.0-4.2-5.8-0.8,462.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
316,,html-keyboard-response,316,803914,0.0-4.2-5.9-0.9,614.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
317,,html-keyboard-response,317,804412,0.0-4.2-5.10-0.10,496.0,"<div class=""container""><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div></div>",p,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,t,2.0,,,,,,,,,,
318,,html-keyboard-response,318,805076,0.0-4.2-5.11-0.11,663.0,"<div class=""container""><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box active-box""></div><div class=""distractor-box""></div><div class=""distractor-box""></div></div>",o,practice_inter-stimulus,3000.0,,practice,2.0,operation,"['p', 'o']",3000.0,f,2.0,,,,,,,,,,
319,,html-keyboard-response,319,806082,0.0-4.2-6.2,,"<div class=""container""><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box active-box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div><div class=""box""></div></div>",,practice_stim,1000.0,,practice,2.0,operation,,1000.0,,2.0,6.0,,,,,,,,,
