,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,response_ends_trial,SS_stimulus,SS_trial_type,SS_duration,SSD,choices,correct_choice,stim,correct_response,currentTrial,condition,stop_acc,correct_trial,ITIParams,go_acc,current_question,current_key_answer,exp_id,attention_check_percent
404,,poldracklab-stop-signal,404,343148,0.0-3.1-144.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,48.0,go,,1,,0.0,,,,
405,,html-keyboard-response,405,343317,0.0-3.1-145.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,166.5486995164523,,test,1.0,166.5486995164523,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
406,,html-keyboard-response,406,343820,0.0-3.1-146.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
407,,poldracklab-stop-signal,407,345326,0.0-3.1-147.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,49.0,stop,,1,,,,,,
408,,html-keyboard-response,408,346376,0.0-3.1-148.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1043.6032611149528,,test,1.0,1043.6032611149528,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
409,,html-keyboard-response,409,346879,0.0-3.1-149.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
410,,poldracklab-stop-signal,410,348386,0.0-3.1-150.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,50.0,stop,,1,,,,,,
411,,html-keyboard-response,411,348649,0.0-3.1-151.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,257.62042865527064,,test,1.0,257.62042865527064,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
412,,html-keyboard-response,412,349156,0.0-3.1-152.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
413,,poldracklab-stop-signal,413,350663,0.0-3.1-153.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,51.0,stop,,1,,,,,,
414,,html-keyboard-response,414,351099,0.0-3.1-154.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,433.08591170617467,,test,1.0,433.08591170617467,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
415,,html-keyboard-response,415,351604,0.0-3.1-155.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
416,,poldracklab-stop-signal,416,353111,0.0-3.1-156.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,52.0,stop,,1,,,,,,
417,,html-keyboard-response,417,353917,0.0-3.1-157.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,799.8420779584662,,test,1.0,799.8420779584662,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
418,,html-keyboard-response,418,354422,0.0-3.1-158.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
419,,poldracklab-stop-signal,419,355929,0.0-3.1-159.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,53.0,go,,1,,0.0,,,,
420,,html-keyboard-response,420,356337,0.0-3.1-160.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,405.9758011590751,,test,1.0,405.9758011590751,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
421,,html-keyboard-response,421,356843,0.0-3.1-161.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
422,,poldracklab-stop-signal,422,358349,0.0-3.1-162.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,54.0,go,,1,,0.0,,,,
423,,html-keyboard-response,423,358637,0.0-3.1-163.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,283.0565098986798,,test,1.0,283.0565098986798,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
424,,html-keyboard-response,424,359143,0.0-3.1-164.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
425,,poldracklab-stop-signal,425,360647,0.0-3.1-165.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",55.0,go,,1,,0.0,,,,
426,,html-keyboard-response,426,360914,0.0-3.1-166.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,261.5252587144564,,test,1.0,261.5252587144564,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
427,,html-keyboard-response,427,361420,0.0-3.1-167.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
428,,poldracklab-stop-signal,428,362925,0.0-3.1-168.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,56.0,stop,,1,,,,,,
429,,html-keyboard-response,429,363441,0.0-3.1-169.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,510.1503166409777,,test,1.0,510.1503166409777,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
430,,html-keyboard-response,430,363944,0.0-3.1-170.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
431,,poldracklab-stop-signal,431,365451,0.0-3.1-171.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,57.0,go,,1,,0.0,,,,
432,,html-keyboard-response,432,365596,0.0-3.1-172.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,139.62131689559772,,test,1.0,139.62131689559772,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
433,,html-keyboard-response,433,366103,0.0-3.1-173.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
434,,poldracklab-stop-signal,434,367610,0.0-3.1-174.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,58.0,go,,1,,0.0,,,,
435,,html-keyboard-response,435,367777,0.0-3.1-175.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,161.56008158878495,,test,1.0,161.56008158878495,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
436,,html-keyboard-response,436,368283,0.0-3.1-176.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
437,,poldracklab-stop-signal,437,369790,0.0-3.1-177.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",59.0,go,,1,,0.0,,,,
438,,html-keyboard-response,438,369984,0.0-3.1-178.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,187.55754503034717,,test,1.0,187.55754503034717,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
439,,html-keyboard-response,439,370487,0.0-3.1-179.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,1.0,500.0,,,,,,,,,,,,,,,,,,,
440,,poldracklab-stop-signal,440,371994,0.0-3.1-180.1,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,1.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",60.0,go,,1,,0.0,,,,
441,,html-keyboard-response,441,372108,0.0-3.1-181.1,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,111.05263113589498,,test,1.0,111.05263113589498,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
442,,html-keyboard-response,442,373677,0.0-3.2-0.2,1568.0,"<div class = bigbox><div class = picture_box><p class = block-text>
    <div class = centerbox><p class = block-text>Please take this time to read your feedback! This screen will advance automatically in 1 minute.</p><p class=block-text>You have completed 2 out of 3 blocks of trials.</p>
        <p class=""block-text"">Your accuracy is low. Remember:</p>
        
  <ul style=""text-align:left;"">
    <li>circle: index finger</li>
    <li>square: middle finger</li>
    <li>Do not respond if a star appears.</li>
  </ul>

        <p class=""block-text"">We have detected a number of trials that required a response, where no response was made. Please ensure that you are responding accurately and quickly to the shapes.</p><p class=block-text>Press <i>enter</i> to continue.</p></div>
    </font></p></div></div>",enter,test_feedback,60000.0,,test,2.0,,,,,,,,,,,,,,,,,,,,
443,,html-keyboard-response,443,374569,0.0-3.2-1.2-0.2,890.0,,j,test_attention_check,,,test,2.0,,,,,,,,,,,,,,False,,,<p class='block-text'>Press the key for the third letter of the English alphabet.</p> <div class=block-text>This screen will advance automatically in 1 minute.</div>,67.0,,
444,,html-keyboard-response,444,375073,0.0-3.2-2.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
445,,poldracklab-stop-signal,445,376581,0.0-3.2-3.2,553.0,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,",",test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",1.0,go,,0,,1.0,,,,
446,,html-keyboard-response,446,377254,0.0-3.2-4.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,671.9289008074674,,test,2.0,671.9289008074674,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
447,,html-keyboard-response,447,377757,0.0-3.2-5.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
448,,poldracklab-stop-signal,448,379261,0.0-3.2-6.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",2.0,go,,1,,0.0,,,,
449,,html-keyboard-response,449,379680,0.0-3.2-7.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,413.2924937283681,,test,2.0,413.2924937283681,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
450,,html-keyboard-response,450,380187,0.0-3.2-8.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
451,,poldracklab-stop-signal,451,381692,0.0-3.2-9.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",3.0,go,,1,,0.0,,,,
452,,html-keyboard-response,452,381732,0.0-3.2-10.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,34.63999329032377,,test,2.0,34.63999329032377,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
453,,html-keyboard-response,453,382236,0.0-3.2-11.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
454,,poldracklab-stop-signal,454,383743,0.0-3.2-12.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",4.0,go,,1,,0.0,,,,
455,,html-keyboard-response,455,384194,0.0-3.2-13.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,447.72133894911536,,test,2.0,447.72133894911536,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
456,,html-keyboard-response,456,384701,0.0-3.2-14.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
457,,poldracklab-stop-signal,457,386204,0.0-3.2-15.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",5.0,go,,1,,0.0,,,,
458,,html-keyboard-response,458,388149,0.0-3.2-16.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1938.3033231387458,,test,2.0,1938.3033231387458,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
459,,html-keyboard-response,459,388655,0.0-3.2-17.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
460,,poldracklab-stop-signal,460,390162,0.0-3.2-18.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",6.0,go,,1,,0.0,,,,
461,,html-keyboard-response,461,390524,0.0-3.2-19.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,357.0345080732351,,test,2.0,357.0345080732351,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
462,,html-keyboard-response,462,391031,0.0-3.2-20.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
463,,poldracklab-stop-signal,463,392534,0.0-3.2-21.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,7.0,go,,1,,0.0,,,,
464,,html-keyboard-response,464,392983,0.0-3.2-22.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,443.7598328571652,,test,2.0,443.7598328571652,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
465,,html-keyboard-response,465,393489,0.0-3.2-23.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
466,,poldracklab-stop-signal,466,394996,0.0-3.2-24.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,8.0,stop,,1,,,,,,
467,,html-keyboard-response,467,395755,0.0-3.2-25.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,754.9293227848722,,test,2.0,754.9293227848722,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
468,,html-keyboard-response,468,396261,0.0-3.2-26.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
469,,poldracklab-stop-signal,469,397767,0.0-3.2-27.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,9.0,stop,,1,,,,,,
470,,html-keyboard-response,470,398231,0.0-3.2-28.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,460.1904049441454,,test,2.0,460.1904049441454,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
471,,html-keyboard-response,471,398737,0.0-3.2-29.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
472,,poldracklab-stop-signal,472,400241,0.0-3.2-30.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,10.0,go,,1,,0.0,,,,
473,,html-keyboard-response,473,400719,0.0-3.2-31.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,471.84168289287464,,test,2.0,471.84168289287464,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
474,,html-keyboard-response,474,401223,0.0-3.2-32.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
475,,poldracklab-stop-signal,475,402730,0.0-3.2-33.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,11.0,stop,,1,,,,,,
476,,html-keyboard-response,476,402939,0.0-3.2-34.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,206.21144188972272,,test,2.0,206.21144188972272,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
477,,html-keyboard-response,477,403445,0.0-3.2-35.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
478,,poldracklab-stop-signal,478,404952,0.0-3.2-36.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",12.0,go,,1,,0.0,,,,
479,,html-keyboard-response,479,405143,0.0-3.2-37.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,188.49745122944555,,test,2.0,188.49745122944555,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
480,,html-keyboard-response,480,405649,0.0-3.2-38.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
481,,poldracklab-stop-signal,481,407153,0.0-3.2-39.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,13.0,stop,,1,,,,,,
482,,html-keyboard-response,482,408257,0.0-3.2-40.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,1100.3148738202603,,test,2.0,1100.3148738202603,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
483,,html-keyboard-response,483,408762,0.0-3.2-41.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
484,,poldracklab-stop-signal,484,410265,0.0-3.2-42.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",14.0,go,,1,,0.0,,,,
485,,html-keyboard-response,485,410641,0.0-3.2-43.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,371.70577021875437,,test,2.0,371.70577021875437,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
486,,html-keyboard-response,486,411145,0.0-3.2-44.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
487,,poldracklab-stop-signal,487,412647,0.0-3.2-45.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",15.0,go,,1,,0.0,,,,
488,,html-keyboard-response,488,413206,0.0-3.2-46.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,553.1520709495851,,test,2.0,553.1520709495851,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
489,,html-keyboard-response,489,413710,0.0-3.2-47.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
490,,poldracklab-stop-signal,490,415218,0.0-3.2-48.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",16.0,go,,1,,0.0,,,,
491,,html-keyboard-response,491,415889,0.0-3.2-49.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,667.8630588031257,,test,2.0,667.8630588031257,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
492,,html-keyboard-response,492,416396,0.0-3.2-50.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
493,,poldracklab-stop-signal,493,417900,0.0-3.2-51.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,17.0,stop,,1,,,,,,
494,,html-keyboard-response,494,417962,0.0-3.2-52.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,57.75351149845098,,test,2.0,57.75351149845098,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
495,,html-keyboard-response,495,418468,0.0-3.2-53.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
496,,poldracklab-stop-signal,496,419974,0.0-3.2-54.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",18.0,go,,1,,0.0,,,,
497,,html-keyboard-response,497,420533,0.0-3.2-55.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,553.6803635329841,,test,2.0,553.6803635329841,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
498,,html-keyboard-response,498,421039,0.0-3.2-56.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
499,,poldracklab-stop-signal,499,422543,0.0-3.2-57.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,19.0,stop,,1,,,,,,
500,,html-keyboard-response,500,423150,0.0-3.2-58.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,603.6063789018389,,test,2.0,603.6063789018389,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
501,,html-keyboard-response,501,423654,0.0-3.2-59.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
